Iteration,Naive Bayes,Hoeffding Tree,IELM,SGD Perceptron
6252,0.6180,0.7260,0.6180,0.9720
6253,0.6180,0.7240,0.6180,0.9720
6254,0.6160,0.7240,0.6160,0.9720
6255,0.6160,0.7240,0.6140,0.9720
6256,0.6140,0.7240,0.6140,0.9720
6257,0.6140,0.7240,0.6140,0.9720
6258,0.6140,0.7240,0.6140,0.9720
6259,0.6160,0.7240,0.6140,0.9720
6260,0.6140,0.7240,0.6140,0.9720
6261,0.6160,0.7240,0.6140,0.9720
6262,0.6160,0.7240,0.6120,0.9720
6263,0.6140,0.7240,0.6120,0.9720
6264,0.6120,0.7240,0.6100,0.9720
6265,0.6100,0.7240,0.6080,0.9720
6266,0.6100,0.7220,0.6060,0.9720
6267,0.6120,0.7200,0.6040,0.9720
6268,0.6140,0.7180,0.6020,0.9720
6269,0.6120,0.7180,0.6020,0.9720
6270,0.6100,0.7180,0.6000,0.9720
6271,0.6100,0.7180,0.6000,0.9720
6272,0.6100,0.7200,0.5980,0.9720
6273,0.6120,0.7200,0.5960,0.9720
6274,0.6100,0.7200,0.5960,0.9720
6275,0.6100,0.7180,0.5940,0.9720
6276,0.6100,0.7180,0.5940,0.9720
6277,0.6100,0.7160,0.5920,0.9720
6278,0.6080,0.7160,0.5900,0.9720
6279,0.6100,0.7140,0.5880,0.9720
6280,0.6080,0.7140,0.5860,0.9720
6281,0.6060,0.7140,0.5860,0.9720
6282,0.6060,0.7140,0.5840,0.9720
6283,0.6060,0.7140,0.5820,0.9720
6284,0.6060,0.7140,0.5820,0.9720
6285,0.6060,0.7120,0.5800,0.9720
6286,0.6060,0.7100,0.5780,0.9720
6287,0.6060,0.7080,0.5760,0.9720
6288,0.6080,0.7060,0.5760,0.9720
6289,0.6060,0.7060,0.5740,0.9720
6290,0.6040,0.7060,0.5720,0.9720
6291,0.6040,0.7040,0.5700,0.9720
6292,0.6060,0.7020,0.5680,0.9720
6293,0.6040,0.7020,0.5680,0.9720
6294,0.6040,0.7020,0.5660,0.9720
6295,0.6020,0.7020,0.5640,0.9720
6296,0.6000,0.7020,0.5640,0.9720
6297,0.5980,0.7020,0.5620,0.9720
6298,0.5980,0.7000,0.5600,0.9720
6299,0.5980,0.7000,0.5600,0.9720
6300,0.5960,0.7000,0.5580,0.9720
6301,0.5960,0.6980,0.5560,0.9720
6302,0.5940,0.6980,0.5540,0.9720
6303,0.5940,0.6960,0.5520,0.9720
6304,0.5920,0.6960,0.5500,0.9720
6305,0.5900,0.6960,0.5500,0.9720
6306,0.5920,0.6940,0.5480,0.9720
6307,0.5920,0.6920,0.5460,0.9720
6308,0.5920,0.6900,0.5440,0.9720
6309,0.5900,0.6900,0.5420,0.9720
6310,0.5900,0.6880,0.5400,0.9720
6311,0.5900,0.6880,0.5380,0.9720
6312,0.5900,0.6860,0.5360,0.9720
6313,0.5920,0.6840,0.5340,0.9720
6314,0.5920,0.6820,0.5320,0.9720
6315,0.5900,0.6820,0.5300,0.9720
6316,0.5900,0.6800,0.5280,0.9720
6317,0.5900,0.6780,0.5260,0.9720
6318,0.5920,0.6760,0.5260,0.9720
6319,0.5900,0.6760,0.5240,0.9720
6320,0.5880,0.6760,0.5220,0.9720
6321,0.5900,0.6740,0.5200,0.9720
6322,0.5900,0.6720,0.5200,0.9720
6323,0.5900,0.6700,0.5200,0.9720
6324,0.5880,0.6700,0.5180,0.9720
6325,0.5880,0.6700,0.5180,0.9720
6326,0.5880,0.6680,0.5160,0.9720
6327,0.5860,0.6680,0.5140,0.9720
6328,0.5860,0.6660,0.5120,0.9720
6329,0.5860,0.6640,0.5120,0.9720
6330,0.5860,0.6640,0.5120,0.9720
6331,0.5840,0.6640,0.5100,0.9720
6332,0.5840,0.6640,0.5100,0.9720
6333,0.5820,0.6640,0.5080,0.9720
6334,0.5800,0.6640,0.5060,0.9720
6335,0.5780,0.6640,0.5040,0.9720
6336,0.5800,0.6620,0.5020,0.9740
6337,0.5780,0.6620,0.5020,0.9740
6338,0.5780,0.6600,0.5020,0.9740
6339,0.5780,0.6580,0.5000,0.9740
6340,0.5760,0.6580,0.4980,0.9740
6341,0.5740,0.6580,0.4960,0.9740
6342,0.5720,0.6580,0.4960,0.9740
6343,0.5700,0.6580,0.4940,0.9740
6344,0.5700,0.6560,0.4920,0.9740
6345,0.5700,0.6560,0.4900,0.9740
6346,0.5680,0.6560,0.4880,0.9740
6347,0.5680,0.6540,0.4860,0.9740
6348,0.5680,0.6520,0.4840,0.9740
6349,0.5680,0.6500,0.4820,0.9740
6350,0.5660,0.6500,0.4800,0.9740
6351,0.5660,0.6480,0.4780,0.9740
6352,0.5660,0.6480,0.4760,0.9740
6353,0.5680,0.6460,0.4740,0.9740
6354,0.5680,0.6440,0.4720,0.9740
6355,0.5660,0.6440,0.4700,0.9740
6356,0.5680,0.6420,0.4680,0.9740
6357,0.5700,0.6420,0.4680,0.9740
6358,0.5680,0.6420,0.4660,0.9740
6359,0.5680,0.6400,0.4660,0.9740
6360,0.5700,0.6380,0.4640,0.9740
6361,0.5700,0.6360,0.4640,0.9740
6362,0.5680,0.6360,0.4620,0.9740
6363,0.5660,0.6360,0.4600,0.9740
6364,0.5640,0.6360,0.4580,0.9740
6365,0.5620,0.6360,0.4560,0.9740
6366,0.5620,0.6360,0.4540,0.9740
6367,0.5620,0.6340,0.4540,0.9740
6368,0.5620,0.6340,0.4540,0.9740
6369,0.5640,0.6360,0.4540,0.9740
6370,0.5620,0.6360,0.4520,0.9740
6371,0.5620,0.6340,0.4500,0.9740
6372,0.5600,0.6340,0.4480,0.9740
6373,0.5600,0.6320,0.4480,0.9740
6374,0.5580,0.6320,0.4460,0.9740
6375,0.5580,0.6340,0.4440,0.9740
6376,0.5580,0.6320,0.4420,0.9740
6377,0.5560,0.6320,0.4400,0.9740
6378,0.5580,0.6300,0.4380,0.9740
6379,0.5600,0.6280,0.4360,0.9740
6380,0.5580,0.6280,0.4340,0.9740
6381,0.5560,0.6280,0.4340,0.9740
6382,0.5580,0.6260,0.4320,0.9740
6383,0.5580,0.6260,0.4300,0.9740
6384,0.5580,0.6240,0.4280,0.9740
6385,0.5560,0.6240,0.4260,0.9740
6386,0.5540,0.6240,0.4240,0.9740
6387,0.5540,0.6260,0.4240,0.9740
6388,0.5540,0.6260,0.4240,0.9740
6389,0.5540,0.6240,0.4220,0.9740
6390,0.5560,0.6220,0.4200,0.9740
6391,0.5540,0.6220,0.4180,0.9740
6392,0.5560,0.6220,0.4160,0.9740
6393,0.5560,0.6200,0.4140,0.9740
6394,0.5580,0.6180,0.4120,0.9740
6395,0.5560,0.6180,0.4100,0.9740
6396,0.5540,0.6180,0.4080,0.9740
6397,0.5560,0.6160,0.4060,0.9740
6398,0.5540,0.6160,0.4040,0.9740
6399,0.5540,0.6140,0.4040,0.9740
6400,0.5520,0.6140,0.4020,0.9740
6401,0.5520,0.6120,0.4020,0.9740
6402,0.5520,0.6100,0.4000,0.9740
6403,0.5520,0.6100,0.3980,0.9740
6404,0.5500,0.6100,0.3960,0.9740
6405,0.5480,0.6100,0.3940,0.9740
6406,0.5460,0.6100,0.3920,0.9740
6407,0.5440,0.6100,0.3900,0.9740
6408,0.5440,0.6080,0.3900,0.9740
6409,0.5440,0.6060,0.3900,0.9740
6410,0.5440,0.6040,0.3880,0.9740
6411,0.5460,0.6020,0.3860,0.9740
6412,0.5440,0.6020,0.3860,0.9740
6413,0.5440,0.6000,0.3840,0.9740
6414,0.5440,0.5980,0.3820,0.9740
6415,0.5460,0.5960,0.3800,0.9740
6416,0.5460,0.5940,0.3800,0.9740
6417,0.5460,0.5960,0.3780,0.9740
6418,0.5440,0.5960,0.3780,0.9740
6419,0.5440,0.5960,0.3780,0.9740
6420,0.5460,0.5960,0.3780,0.9740
6421,0.5460,0.5940,0.3780,0.9740
6422,0.5460,0.5940,0.3780,0.9740
6423,0.5460,0.5940,0.3780,0.9740
6424,0.5480,0.5920,0.3760,0.9740
6425,0.5480,0.5900,0.3740,0.9740
6426,0.5500,0.5880,0.3720,0.9740
6427,0.5500,0.5880,0.3720,0.9740
6428,0.5480,0.5880,0.3700,0.9740
6429,0.5480,0.5860,0.3680,0.9740
6430,0.5480,0.5840,0.3660,0.9740
6431,0.5480,0.5820,0.3640,0.9740
6432,0.5480,0.5820,0.3640,0.9740
6433,0.5480,0.5800,0.3620,0.9740
6434,0.5500,0.5780,0.3620,0.9740
6435,0.5500,0.5780,0.3620,0.9740
6436,0.5500,0.5760,0.3620,0.9740
6437,0.5500,0.5780,0.3600,0.9740
6438,0.5480,0.5780,0.3600,0.9740
6439,0.5500,0.5800,0.3600,0.9740
6440,0.5500,0.5800,0.3580,0.9740
6441,0.5500,0.5800,0.3560,0.9740
6442,0.5480,0.5800,0.3540,0.9740
6443,0.5480,0.5780,0.3520,0.9740
6444,0.5480,0.5760,0.3520,0.9740
6445,0.5500,0.5740,0.3520,0.9740
6446,0.5520,0.5720,0.3520,0.9740
6447,0.5500,0.5720,0.3500,0.9740
6448,0.5500,0.5720,0.3480,0.9740
6449,0.5480,0.5720,0.3460,0.9740
6450,0.5500,0.5720,0.3460,0.9740
6451,0.5520,0.5720,0.3460,0.9740
6452,0.5500,0.5720,0.3460,0.9740
6453,0.5500,0.5700,0.3440,0.9740
6454,0.5480,0.5700,0.3420,0.9740
6455,0.5480,0.5680,0.3420,0.9740
6456,0.5480,0.5660,0.3420,0.9740
6457,0.5480,0.5660,0.3420,0.9740
6458,0.5480,0.5640,0.3400,0.9740
6459,0.5480,0.5640,0.3400,0.9740
6460,0.5480,0.5660,0.3380,0.9740
6461,0.5480,0.5660,0.3380,0.9740
6462,0.5460,0.5660,0.3360,0.9740
6463,0.5460,0.5660,0.3360,0.9740
6464,0.5460,0.5660,0.3340,0.9740
6465,0.5480,0.5660,0.3340,0.9740
6466,0.5460,0.5660,0.3320,0.9740
6467,0.5480,0.5640,0.3300,0.9740
6468,0.5480,0.5640,0.3280,0.9740
6469,0.5480,0.5620,0.3260,0.9740
6470,0.5460,0.5620,0.3240,0.9740
6471,0.5440,0.5620,0.3220,0.9740
6472,0.5440,0.5620,0.3200,0.9740
6473,0.5420,0.5620,0.3180,0.9740
6474,0.5420,0.5620,0.3160,0.9740
6475,0.5400,0.5620,0.3140,0.9740
6476,0.5400,0.5600,0.3140,0.9740
6477,0.5400,0.5580,0.3120,0.9740
6478,0.5400,0.5580,0.3140,0.9760
6479,0.5400,0.5580,0.3140,0.9780
6480,0.5400,0.5580,0.3140,0.9800
6481,0.5400,0.5580,0.3140,0.9820
6482,0.5400,0.5560,0.3120,0.9840
6483,0.5420,0.5560,0.3140,0.9840
6484,0.5420,0.5560,0.3160,0.9860
6485,0.5400,0.5580,0.3160,0.9880
6486,0.5380,0.5600,0.3140,0.9900
6487,0.5400,0.5580,0.3140,0.9900
6488,0.5400,0.5580,0.3140,0.9900
6489,0.5400,0.5580,0.3120,0.9920
6490,0.5400,0.5580,0.3140,0.9920
6491,0.5400,0.5580,0.3140,0.9920
6492,0.5400,0.5580,0.3160,0.9940
6493,0.5380,0.5600,0.3160,0.9940
6494,0.5360,0.5620,0.3140,0.9960
6495,0.5380,0.5600,0.3120,0.9960
6496,0.5380,0.5600,0.3100,0.9960
6497,0.5380,0.5600,0.3100,0.9960
6498,0.5360,0.5620,0.3120,0.9960
6499,0.5360,0.5620,0.3140,0.9960
6500,0.5360,0.5640,0.3160,0.9960
6501,0.5380,0.5620,0.3180,0.9960
6502,0.5380,0.5620,0.3180,0.9940
6503,0.5380,0.5620,0.3180,0.9940
6504,0.5400,0.5620,0.3200,0.9960
6505,0.5380,0.5640,0.3200,0.9960
6506,0.5380,0.5640,0.3200,0.9960
6507,0.5380,0.5640,0.3200,0.9960
6508,0.5400,0.5640,0.3220,0.9960
6509,0.5400,0.5640,0.3240,0.9960
6510,0.5400,0.5640,0.3240,0.9960
6511,0.5400,0.5640,0.3240,0.9960
6512,0.5400,0.5640,0.3240,0.9960
6513,0.5400,0.5640,0.3240,0.9960
6514,0.5400,0.5660,0.3260,0.9980
6515,0.5380,0.5680,0.3260,0.9980
6516,0.5400,0.5680,0.3280,0.9980
6517,0.5400,0.5680,0.3300,0.9960
6518,0.5400,0.5660,0.3280,0.9960
6519,0.5420,0.5640,0.3280,0.9960
6520,0.5420,0.5640,0.3280,0.9960
6521,0.5440,0.5640,0.3280,0.9960
6522,0.5440,0.5640,0.3280,0.9960
6523,0.5440,0.5640,0.3300,0.9960
6524,0.5440,0.5640,0.3300,0.9960
6525,0.5420,0.5660,0.3300,0.9960
6526,0.5400,0.5680,0.3300,0.9960
6527,0.5420,0.5680,0.3320,0.9960
6528,0.5420,0.5700,0.3320,0.9960
6529,0.5420,0.5720,0.3320,0.9960
6530,0.5420,0.5740,0.3320,0.9960
6531,0.5400,0.5760,0.3300,0.9960
6532,0.5420,0.5760,0.3300,0.9960
6533,0.5420,0.5780,0.3300,0.9960
6534,0.5420,0.5800,0.3300,0.9960
6535,0.5420,0.5820,0.3300,0.9960
6536,0.5420,0.5840,0.3300,0.9960
6537,0.5400,0.5860,0.3300,0.9960
6538,0.5400,0.5860,0.3300,0.9960
6539,0.5400,0.5860,0.3300,0.9960
6540,0.5400,0.5860,0.3300,0.9960
6541,0.5400,0.5880,0.3300,0.9960
6542,0.5380,0.5900,0.3300,0.9960
6543,0.5360,0.5920,0.3300,0.9960
6544,0.5340,0.5940,0.3300,0.9960
6545,0.5320,0.5960,0.3280,0.9960
6546,0.5300,0.5980,0.3260,0.9960
6547,0.5320,0.5980,0.3240,0.9960
6548,0.5300,0.5980,0.3220,0.9960
6549,0.5300,0.6000,0.3220,0.9960
6550,0.5300,0.6000,0.3220,0.9960
6551,0.5300,0.6000,0.3240,0.9960
6552,0.5320,0.6000,0.3240,0.9960
6553,0.5300,0.6000,0.3220,0.9960
6554,0.5320,0.6000,0.3220,0.9960
6555,0.5320,0.6020,0.3240,0.9960
6556,0.5340,0.6020,0.3240,0.9960
6557,0.5340,0.6040,0.3260,0.9960
6558,0.5320,0.6060,0.3240,0.9960
6559,0.5320,0.6060,0.3220,0.9960
6560,0.5320,0.6060,0.3200,0.9960
6561,0.5320,0.6080,0.3200,0.9960
6562,0.5300,0.6100,0.3200,0.9960
6563,0.5300,0.6120,0.3200,0.9960
6564,0.5300,0.6120,0.3200,0.9960
6565,0.5320,0.6120,0.3220,0.9960
6566,0.5320,0.6140,0.3220,0.9960
6567,0.5340,0.6140,0.3220,0.9960
6568,0.5340,0.6160,0.3220,0.9960
6569,0.5360,0.6160,0.3220,0.9960
6570,0.5380,0.6160,0.3220,0.9960
6571,0.5380,0.6180,0.3220,0.9960
6572,0.5360,0.6200,0.3200,0.9960
6573,0.5380,0.6200,0.3220,0.9960
6574,0.5400,0.6200,0.3240,0.9960
6575,0.5400,0.6220,0.3240,0.9960
6576,0.5400,0.6240,0.3240,0.9960
6577,0.5420,0.6240,0.3240,0.9960
6578,0.5400,0.6260,0.3240,0.9960
6579,0.5400,0.6260,0.3220,0.9960
6580,0.5420,0.6260,0.3220,0.9960
6581,0.5420,0.6260,0.3220,0.9960
6582,0.5420,0.6260,0.3220,0.9960
6583,0.5440,0.6260,0.3220,0.9960
6584,0.5460,0.6260,0.3240,0.9960
6585,0.5440,0.6280,0.3220,0.9960
6586,0.5420,0.6300,0.3200,0.9960
6587,0.5400,0.6320,0.3200,0.9960
6588,0.5380,0.6340,0.3200,0.9960
6589,0.5400,0.6340,0.3180,0.9960
6590,0.5420,0.6340,0.3180,0.9960
6591,0.5420,0.6340,0.3200,0.9960
6592,0.5440,0.6340,0.3200,0.9960
6593,0.5460,0.6340,0.3200,0.9960
6594,0.5440,0.6360,0.3220,0.9960
6595,0.5460,0.6360,0.3240,0.9960
6596,0.5440,0.6360,0.3220,0.9960
6597,0.5420,0.6380,0.3200,0.9960
6598,0.5400,0.6380,0.3200,0.9960
6599,0.5400,0.6380,0.3200,0.9960
6600,0.5380,0.6400,0.3200,0.9960
6601,0.5380,0.6420,0.3200,0.9960
6602,0.5380,0.6440,0.3220,0.9960
6603,0.5360,0.6460,0.3220,0.9960
6604,0.5340,0.6480,0.3200,0.9960
6605,0.5360,0.6480,0.3200,0.9960
6606,0.5340,0.6480,0.3180,0.9960
6607,0.5360,0.6480,0.3180,0.9960
6608,0.5340,0.6500,0.3180,0.9960
6609,0.5360,0.6500,0.3180,0.9960
6610,0.5360,0.6520,0.3200,0.9960
6611,0.5360,0.6540,0.3200,0.9960
6612,0.5340,0.6560,0.3200,0.9960
6613,0.5340,0.6560,0.3220,0.9960
6614,0.5340,0.6560,0.3240,0.9960
6615,0.5340,0.6580,0.3240,0.9960
6616,0.5360,0.6580,0.3240,0.9960
6617,0.5360,0.6600,0.3240,0.9960
6618,0.5340,0.6620,0.3240,0.9960
6619,0.5320,0.6640,0.3240,0.9960
6620,0.5340,0.6640,0.3260,0.9960
6621,0.5340,0.6660,0.3260,0.9960
6622,0.5320,0.6660,0.3240,0.9960
6623,0.5340,0.6660,0.3260,0.9960
6624,0.5340,0.6680,0.3260,0.9960
6625,0.5340,0.6700,0.3280,0.9960
6626,0.5340,0.6700,0.3260,0.9960
6627,0.5340,0.6720,0.3280,0.9960
6628,0.5320,0.6740,0.3280,0.9960
6629,0.5300,0.6760,0.3280,0.9960
6630,0.5300,0.6760,0.3280,0.9960
6631,0.5320,0.6760,0.3280,0.9960
6632,0.5320,0.6780,0.3260,0.9960
6633,0.5300,0.6780,0.3260,0.9960
6634,0.5320,0.6780,0.3260,0.9960
6635,0.5300,0.6800,0.3240,0.9960
6636,0.5280,0.6820,0.3220,0.9960
6637,0.5280,0.6820,0.3220,0.9960
6638,0.5280,0.6840,0.3220,0.9960
6639,0.5280,0.6860,0.3220,0.9960
6640,0.5280,0.6860,0.3240,0.9960
6641,0.5260,0.6880,0.3240,0.9960
6642,0.5260,0.6880,0.3240,0.9960
6643,0.5260,0.6880,0.3220,0.9960
6644,0.5260,0.6900,0.3200,0.9960
6645,0.5260,0.6900,0.3200,0.9960
6646,0.5240,0.6920,0.3180,0.9960
6647,0.5220,0.6940,0.3180,0.9960
6648,0.5200,0.6960,0.3180,0.9960
6649,0.5220,0.6960,0.3200,0.9960
6650,0.5220,0.6960,0.3200,0.9960
6651,0.5220,0.6960,0.3200,0.9960
6652,0.5220,0.6980,0.3200,0.9960
6653,0.5240,0.6980,0.3180,0.9960
6654,0.5220,0.7000,0.3180,0.9960
6655,0.5200,0.7020,0.3180,0.9960
6656,0.5180,0.7040,0.3160,0.9960
6657,0.5180,0.7040,0.3160,0.9960
6658,0.5200,0.7040,0.3160,0.9960
6659,0.5200,0.7040,0.3140,0.9960
6660,0.5220,0.7040,0.3160,0.9960
6661,0.5200,0.7040,0.3160,0.9960
6662,0.5200,0.7060,0.3160,0.9960
6663,0.5220,0.7060,0.3140,0.9960
6664,0.5220,0.7060,0.3140,0.9960
6665,0.5240,0.7060,0.3120,0.9960
6666,0.5240,0.7060,0.3120,0.9960
6667,0.5220,0.7080,0.3140,0.9960
6668,0.5220,0.7080,0.3140,0.9960
6669,0.5200,0.7100,0.3120,0.9960
6670,0.5200,0.7100,0.3100,0.9960
6671,0.5200,0.7100,0.3100,0.9960
6672,0.5200,0.7120,0.3120,0.9960
6673,0.5220,0.7120,0.3140,0.9960
6674,0.5240,0.7120,0.3160,0.9960
6675,0.5220,0.7120,0.3160,0.9960
6676,0.5220,0.7120,0.3160,0.9960
6677,0.5240,0.7120,0.3180,0.9960
6678,0.5240,0.7120,0.3180,0.9960
6679,0.5260,0.7120,0.3180,0.9960
6680,0.5260,0.7140,0.3200,0.9960
6681,0.5260,0.7140,0.3180,0.9960
6682,0.5240,0.7160,0.3200,0.9960
6683,0.5240,0.7180,0.3200,0.9960
6684,0.5240,0.7200,0.3200,0.9960
6685,0.5260,0.7200,0.3200,0.9960
6686,0.5260,0.7220,0.3200,0.9960
6687,0.5260,0.7220,0.3200,0.9960
6688,0.5260,0.7220,0.3200,0.9960
6689,0.5280,0.7220,0.3220,0.9960
6690,0.5300,0.7220,0.3220,0.9960
6691,0.5280,0.7240,0.3220,0.9960
6692,0.5260,0.7260,0.3220,0.9960
6693,0.5280,0.7260,0.3220,0.9960
6694,0.5280,0.7260,0.3240,0.9960
6695,0.5260,0.7280,0.3260,0.9960
6696,0.5260,0.7300,0.3240,0.9960
6697,0.5280,0.7300,0.3240,0.9960
6698,0.5300,0.7300,0.3260,0.9960
6699,0.5320,0.7300,0.3280,0.9960
6700,0.5320,0.7300,0.3280,0.9960
6701,0.5300,0.7320,0.3280,0.9960
6702,0.5300,0.7320,0.3280,0.9960
6703,0.5280,0.7340,0.3280,0.9960
6704,0.5280,0.7360,0.3260,0.9960
6705,0.5280,0.7360,0.3260,0.9960
6706,0.5280,0.7360,0.3260,0.9960
6707,0.5300,0.7360,0.3240,0.9960
6708,0.5280,0.7380,0.3240,0.9960
6709,0.5300,0.7380,0.3240,0.9960
6710,0.5280,0.7400,0.3240,0.9960
6711,0.5260,0.7420,0.3240,0.9960
6712,0.5260,0.7440,0.3260,0.9960
6713,0.5240,0.7460,0.3260,0.9960
6714,0.5240,0.7480,0.3240,0.9960
6715,0.5240,0.7500,0.3240,0.9960
6716,0.5220,0.7500,0.3220,0.9960
6717,0.5220,0.7500,0.3200,0.9960
6718,0.5200,0.7520,0.3180,0.9960
6719,0.5220,0.7520,0.3180,0.9960
6720,0.5220,0.7520,0.3180,0.9960
6721,0.5240,0.7520,0.3180,0.9960
6722,0.5240,0.7520,0.3180,0.9960
6723,0.5240,0.7540,0.3180,0.9960
6724,0.5220,0.7560,0.3160,0.9960
6725,0.5240,0.7560,0.3180,0.9960
6726,0.5260,0.7560,0.3160,0.9960
6727,0.5280,0.7560,0.3160,0.9960
6728,0.5300,0.7560,0.3160,0.9960
6729,0.5300,0.7560,0.3160,0.9960
6730,0.5300,0.7560,0.3160,0.9960
6731,0.5320,0.7560,0.3160,0.9960
6732,0.5320,0.7580,0.3160,0.9960
6733,0.5320,0.7580,0.3160,0.9960
6734,0.5320,0.7600,0.3180,0.9960
6735,0.5340,0.7600,0.3180,0.9960
6736,0.5340,0.7600,0.3160,0.9960
6737,0.5340,0.7620,0.3160,0.9960
6738,0.5340,0.7620,0.3180,0.9960
6739,0.5320,0.7640,0.3180,0.9960
6740,0.5340,0.7640,0.3200,0.9960
6741,0.5320,0.7640,0.3180,0.9960
6742,0.5340,0.7640,0.3180,0.9960
6743,0.5320,0.7640,0.3160,0.9960
6744,0.5320,0.7640,0.3160,0.9960
6745,0.5320,0.7660,0.3160,0.9960
6746,0.5320,0.7680,0.3160,0.9960
6747,0.5340,0.7680,0.3180,0.9960
6748,0.5320,0.7700,0.3180,0.9960
6749,0.5320,0.7720,0.3200,0.9960
6750,0.5340,0.7720,0.3220,0.9960
6751,0.5340,0.7720,0.3220,0.9960
6752,0.5340,0.7720,0.3240,0.9960
6753,0.5320,0.7740,0.3220,0.9960
6754,0.5340,0.7740,0.3240,0.9960
6755,0.5340,0.7740,0.3240,0.9960
6756,0.5340,0.7740,0.3220,0.9960
6757,0.5320,0.7740,0.3200,0.9960
6758,0.5320,0.7740,0.3180,0.9960
6759,0.5300,0.7740,0.3160,0.9960
6760,0.5300,0.7740,0.3140,0.9960
6761,0.5300,0.7740,0.3140,0.9960
6762,0.5300,0.7740,0.3140,0.9960
6763,0.5320,0.7740,0.3120,0.9960
6764,0.5340,0.7740,0.3120,0.9960
6765,0.5360,0.7740,0.3140,0.9960
6766,0.5340,0.7760,0.3140,0.9960
6767,0.5340,0.7780,0.3160,0.9960
6768,0.5340,0.7800,0.3180,0.9960
6769,0.5360,0.7800,0.3180,0.9960
6770,0.5380,0.7800,0.3200,0.9960
6771,0.5400,0.7800,0.3200,0.9960
6772,0.5400,0.7800,0.3200,0.9960
6773,0.5400,0.7820,0.3200,0.9960
6774,0.5400,0.7820,0.3200,0.9960
6775,0.5380,0.7840,0.3200,0.9960
6776,0.5400,0.7840,0.3200,0.9960
6777,0.5400,0.7860,0.3220,0.9960
6778,0.5400,0.7860,0.3220,0.9960
6779,0.5400,0.7880,0.3240,0.9960
6780,0.5420,0.7880,0.3240,0.9960
6781,0.5420,0.7880,0.3220,0.9960
6782,0.5420,0.7880,0.3220,0.9960
6783,0.5420,0.7880,0.3240,0.9960
6784,0.5420,0.7880,0.3220,0.9940
6785,0.5400,0.7900,0.3220,0.9940
6786,0.5400,0.7920,0.3240,0.9920
6787,0.5380,0.7940,0.3240,0.9920
6788,0.5360,0.7960,0.3220,0.9920
6789,0.5360,0.7960,0.3240,0.9920
6790,0.5380,0.7960,0.3260,0.9920
6791,0.5360,0.7980,0.3260,0.9920
6792,0.5360,0.8000,0.3260,0.9920
6793,0.5360,0.8000,0.3240,0.9920
6794,0.5360,0.8000,0.3240,0.9920
6795,0.5360,0.8000,0.3240,0.9920
6796,0.5360,0.8000,0.3240,0.9920
6797,0.5360,0.8000,0.3240,0.9920
6798,0.5340,0.8020,0.3260,0.9920
6799,0.5340,0.8020,0.3260,0.9920
6800,0.5340,0.8020,0.3260,0.9920
6801,0.5340,0.8040,0.3280,0.9920
6802,0.5360,0.8040,0.3280,0.9920
6803,0.5340,0.8060,0.3280,0.9920
6804,0.5340,0.8060,0.3280,0.9920
6805,0.5340,0.8060,0.3260,0.9920
6806,0.5320,0.8080,0.3260,0.9920
6807,0.5320,0.8100,0.3260,0.9920
6808,0.5320,0.8120,0.3280,0.9920
6809,0.5340,0.8120,0.3300,0.9920
6810,0.5340,0.8140,0.3320,0.9920
6811,0.5340,0.8140,0.3320,0.9920
6812,0.5340,0.8160,0.3340,0.9920
6813,0.5320,0.8180,0.3340,0.9920
6814,0.5320,0.8200,0.3360,0.9920
6815,0.5320,0.8200,0.3360,0.9920
6816,0.5320,0.8220,0.3380,0.9920
6817,0.5300,0.8240,0.3380,0.9920
6818,0.5300,0.8260,0.3380,0.9920
6819,0.5320,0.8260,0.3380,0.9920
6820,0.5320,0.8260,0.3400,0.9920
6821,0.5320,0.8280,0.3420,0.9920
6822,0.5300,0.8300,0.3400,0.9920
6823,0.5300,0.8320,0.3380,0.9920
6824,0.5300,0.8320,0.3380,0.9920
6825,0.5280,0.8320,0.3360,0.9920
6826,0.5280,0.8340,0.3380,0.9920
6827,0.5300,0.8340,0.3380,0.9920
6828,0.5300,0.8360,0.3400,0.9920
6829,0.5300,0.8380,0.3400,0.9920
6830,0.5280,0.8380,0.3380,0.9920
6831,0.5300,0.8380,0.3400,0.9920
6832,0.5300,0.8380,0.3400,0.9920
6833,0.5320,0.8380,0.3400,0.9920
6834,0.5340,0.8380,0.3420,0.9920
6835,0.5340,0.8380,0.3420,0.9920
6836,0.5340,0.8400,0.3440,0.9920
6837,0.5360,0.8400,0.3440,0.9920
6838,0.5360,0.8420,0.3440,0.9920
6839,0.5360,0.8440,0.3440,0.9920
6840,0.5380,0.8440,0.3460,0.9920
6841,0.5400,0.8440,0.3460,0.9920
6842,0.5420,0.8440,0.3440,0.9920
6843,0.5420,0.8440,0.3460,0.9920
6844,0.5400,0.8460,0.3480,0.9920
6845,0.5420,0.8460,0.3500,0.9920
6846,0.5420,0.8460,0.3500,0.9920
6847,0.5420,0.8480,0.3520,0.9920
6848,0.5420,0.8500,0.3520,0.9920
6849,0.5420,0.8520,0.3540,0.9920
6850,0.5420,0.8520,0.3560,0.9920
6851,0.5400,0.8540,0.3580,0.9920
6852,0.5400,0.8540,0.3580,0.9920
6853,0.5380,0.8560,0.3580,0.9920
6854,0.5380,0.8580,0.3600,0.9920
6855,0.5380,0.8580,0.3620,0.9920
6856,0.5380,0.8600,0.3640,0.9920
6857,0.5360,0.8620,0.3640,0.9920
6858,0.5360,0.8620,0.3660,0.9920
