Iteration,Naive Bayes,Hoeffding Tree,IELM,SGD Perceptron
5565,0.9160,0.9980,0.9420,0.9800
5566,0.9160,0.9980,0.9420,0.9800
5567,0.9160,0.9980,0.9420,0.9800
5568,0.9160,0.9980,0.9420,0.9800
5569,0.9160,0.9980,0.9420,0.9800
5570,0.9160,0.9980,0.9420,0.9800
5571,0.9180,0.9980,0.9440,0.9800
5572,0.9180,0.9980,0.9440,0.9800
5573,0.9180,0.9980,0.9440,0.9800
5574,0.9200,0.9980,0.9460,0.9800
5575,0.9200,0.9980,0.9460,0.9800
5576,0.9200,0.9980,0.9460,0.9800
5577,0.9200,0.9980,0.9460,0.9800
5578,0.9200,0.9980,0.9460,0.9800
5579,0.9200,0.9980,0.9460,0.9800
5580,0.9200,0.9980,0.9460,0.9800
5581,0.9200,0.9980,0.9460,0.9800
5582,0.9200,0.9980,0.9460,0.9800
5583,0.9200,0.9980,0.9460,0.9800
5584,0.9200,0.9980,0.9460,0.9800
5585,0.9200,0.9980,0.9460,0.9800
5586,0.9200,0.9980,0.9460,0.9800
5587,0.9200,0.9980,0.9460,0.9800
5588,0.9220,0.9980,0.9480,0.9800
5589,0.9220,0.9980,0.9480,0.9800
5590,0.9220,0.9980,0.9480,0.9800
5591,0.9220,0.9980,0.9480,0.9800
5592,0.9220,0.9980,0.9480,0.9800
5593,0.9220,0.9980,0.9480,0.9800
5594,0.9220,0.9980,0.9480,0.9800
5595,0.9220,0.9980,0.9480,0.9800
5596,0.9220,0.9980,0.9480,0.9800
5597,0.9220,0.9980,0.9500,0.9800
5598,0.9220,0.9980,0.9500,0.9800
5599,0.9240,0.9980,0.9520,0.9800
5600,0.9240,0.9980,0.9520,0.9800
5601,0.9240,0.9980,0.9520,0.9800
5602,0.9240,0.9980,0.9520,0.9800
5603,0.9240,0.9980,0.9520,0.9800
5604,0.9240,0.9980,0.9520,0.9800
5605,0.9240,0.9980,0.9520,0.9800
5606,0.9240,0.9980,0.9520,0.9800
5607,0.9240,0.9980,0.9520,0.9800
5608,0.9240,0.9980,0.9520,0.9800
5609,0.9240,0.9980,0.9520,0.9800
5610,0.9240,0.9980,0.9520,0.9800
5611,0.9240,0.9980,0.9520,0.9800
5612,0.9240,0.9980,0.9520,0.9800
5613,0.9220,0.9980,0.9500,0.9800
5614,0.9220,0.9980,0.9500,0.9800
5615,0.9220,0.9980,0.9500,0.9800
5616,0.9220,0.9980,0.9500,0.9800
5617,0.9220,0.9980,0.9500,0.9800
5618,0.9220,0.9980,0.9500,0.9800
5619,0.9220,0.9980,0.9500,0.9800
5620,0.9220,0.9980,0.9500,0.9800
5621,0.9220,0.9980,0.9500,0.9800
5622,0.9220,0.9980,0.9500,0.9800
5623,0.9220,0.9980,0.9500,0.9800
5624,0.9220,0.9980,0.9500,0.9800
5625,0.9220,0.9980,0.9500,0.9800
5626,0.9220,0.9980,0.9500,0.9800
5627,0.9220,0.9980,0.9500,0.9800
5628,0.9200,0.9980,0.9480,0.9800
5629,0.9200,0.9980,0.9480,0.9800
5630,0.9200,0.9980,0.9480,0.9800
5631,0.9200,0.9980,0.9480,0.9800
5632,0.9200,0.9980,0.9480,0.9800
5633,0.9200,0.9980,0.9480,0.9800
5634,0.9200,0.9980,0.9480,0.9800
5635,0.9200,0.9980,0.9480,0.9800
5636,0.9200,0.9980,0.9480,0.9800
5637,0.9200,0.9980,0.9480,0.9800
5638,0.9200,0.9980,0.9480,0.9800
5639,0.9200,0.9980,0.9480,0.9800
5640,0.9200,0.9980,0.9480,0.9800
5641,0.9200,0.9980,0.9480,0.9800
5642,0.9200,0.9980,0.9480,0.9800
5643,0.9200,0.9980,0.9480,0.9800
5644,0.9200,0.9980,0.9480,0.9800
5645,0.9200,0.9980,0.9480,0.9780
5646,0.9200,0.9980,0.9480,0.9780
5647,0.9200,0.9980,0.9480,0.9780
5648,0.9200,0.9980,0.9480,0.9780
5649,0.9200,0.9980,0.9480,0.9780
5650,0.9220,0.9980,0.9500,0.9780
5651,0.9220,0.9980,0.9500,0.9780
5652,0.9220,0.9960,0.9500,0.9780
5653,0.9220,0.9960,0.9500,0.9780
5654,0.9220,0.9960,0.9500,0.9780
5655,0.9220,0.9960,0.9500,0.9780
5656,0.9220,0.9960,0.9500,0.9780
5657,0.9220,0.9960,0.9500,0.9780
5658,0.9220,0.9960,0.9500,0.9780
5659,0.9220,0.9960,0.9500,0.9780
5660,0.9240,0.9960,0.9520,0.9780
5661,0.9240,0.9960,0.9520,0.9780
5662,0.9260,0.9960,0.9520,0.9780
5663,0.9260,0.9960,0.9520,0.9780
5664,0.9280,0.9960,0.9540,0.9780
5665,0.9280,0.9960,0.9540,0.9780
5666,0.9280,0.9960,0.9540,0.9780
5667,0.9300,0.9960,0.9540,0.9780
5668,0.9300,0.9960,0.9540,0.9780
5669,0.9300,0.9960,0.9540,0.9780
5670,0.9300,0.9960,0.9540,0.9780
5671,0.9280,0.9960,0.9520,0.9760
5672,0.9280,0.9960,0.9520,0.9760
5673,0.9260,0.9960,0.9500,0.9760
5674,0.9260,0.9960,0.9500,0.9760
5675,0.9260,0.9960,0.9500,0.9760
5676,0.9260,0.9960,0.9500,0.9760
5677,0.9260,0.9960,0.9500,0.9760
5678,0.9260,0.9960,0.9500,0.9760
5679,0.9240,0.9980,0.9500,0.9780
5680,0.9240,0.9980,0.9500,0.9780
5681,0.9240,0.9980,0.9500,0.9780
5682,0.9240,0.9980,0.9500,0.9780
5683,0.9240,0.9980,0.9500,0.9780
5684,0.9220,0.9980,0.9480,0.9780
5685,0.9220,0.9980,0.9480,0.9780
5686,0.9220,0.9980,0.9480,0.9780
5687,0.9220,0.9980,0.9480,0.9780
5688,0.9220,0.9980,0.9480,0.9780
5689,0.9220,0.9980,0.9480,0.9780
5690,0.9220,0.9980,0.9480,0.9780
5691,0.9220,0.9980,0.9480,0.9780
5692,0.9220,0.9980,0.9480,0.9780
5693,0.9220,0.9980,0.9480,0.9780
5694,0.9220,0.9980,0.9480,0.9780
5695,0.9220,0.9980,0.9480,0.9780
5696,0.9220,0.9980,0.9480,0.9780
5697,0.9220,0.9980,0.9480,0.9780
5698,0.9220,0.9980,0.9480,0.9780
5699,0.9240,0.9980,0.9500,0.9800
5700,0.9240,0.9980,0.9500,0.9800
5701,0.9240,0.9980,0.9500,0.9800
5702,0.9240,0.9980,0.9500,0.9800
5703,0.9240,0.9980,0.9500,0.9800
5704,0.9240,0.9980,0.9500,0.9800
5705,0.9240,0.9980,0.9500,0.9800
5706,0.9240,0.9980,0.9500,0.9800
5707,0.9240,0.9980,0.9500,0.9800
5708,0.9240,0.9980,0.9500,0.9800
5709,0.9240,0.9980,0.9500,0.9800
5710,0.9260,0.9980,0.9500,0.9800
5711,0.9260,0.9980,0.9500,0.9800
5712,0.9260,0.9980,0.9500,0.9800
5713,0.9260,0.9980,0.9500,0.9800
5714,0.9280,0.9980,0.9520,0.9800
5715,0.9280,0.9980,0.9520,0.9800
5716,0.9280,0.9980,0.9540,0.9800
5717,0.9280,0.9980,0.9540,0.9800
5718,0.9280,0.9980,0.9540,0.9800
5719,0.9280,0.9980,0.9540,0.9800
5720,0.9280,0.9980,0.9540,0.9800
5721,0.9280,0.9980,0.9540,0.9800
5722,0.9280,0.9980,0.9540,0.9800
5723,0.9300,0.9980,0.9560,0.9800
5724,0.9300,0.9980,0.9560,0.9800
5725,0.9300,0.9980,0.9560,0.9800
5726,0.9300,0.9980,0.9560,0.9800
5727,0.9300,0.9980,0.9560,0.9800
5728,0.9300,0.9980,0.9560,0.9800
5729,0.9300,0.9980,0.9560,0.9800
5730,0.9300,0.9980,0.9560,0.9800
5731,0.9300,0.9980,0.9560,0.9800
5732,0.9280,0.9980,0.9540,0.9800
5733,0.9280,0.9980,0.9540,0.9800
5734,0.9280,0.9980,0.9540,0.9800
5735,0.9280,0.9980,0.9540,0.9800
5736,0.9280,0.9980,0.9540,0.9800
5737,0.9280,0.9980,0.9540,0.9800
5738,0.9280,0.9980,0.9540,0.9800
5739,0.9280,0.9980,0.9540,0.9800
5740,0.9260,0.9980,0.9520,0.9800
5741,0.9280,0.9980,0.9540,0.9800
5742,0.9260,0.9980,0.9540,0.9800
5743,0.9260,0.9980,0.9540,0.9800
5744,0.9260,0.9980,0.9540,0.9800
5745,0.9260,0.9980,0.9540,0.9800
5746,0.9260,0.9980,0.9540,0.9800
5747,0.9260,0.9980,0.9540,0.9800
5748,0.9260,0.9980,0.9540,0.9800
5749,0.9260,0.9980,0.9540,0.9800
5750,0.9260,0.9980,0.9540,0.9800
5751,0.9260,0.9980,0.9540,0.9800
5752,0.9260,0.9980,0.9540,0.9800
5753,0.9240,0.9980,0.9520,0.9800
5754,0.9240,0.9980,0.9520,0.9800
5755,0.9240,0.9980,0.9520,0.9800
5756,0.9240,0.9980,0.9520,0.9800
5757,0.9240,0.9980,0.9520,0.9800
5758,0.9240,0.9980,0.9520,0.9800
5759,0.9240,0.9980,0.9520,0.9800
5760,0.9240,0.9980,0.9520,0.9800
5761,0.9240,0.9980,0.9520,0.9800
5762,0.9240,0.9980,0.9520,0.9800
5763,0.9260,0.9980,0.9520,0.9800
5764,0.9260,0.9980,0.9520,0.9780
5765,0.9260,0.9980,0.9520,0.9780
5766,0.9260,0.9980,0.9520,0.9780
5767,0.9260,0.9980,0.9520,0.9780
5768,0.9280,0.9980,0.9520,0.9780
5769,0.9280,0.9980,0.9520,0.9780
5770,0.9280,0.9980,0.9520,0.9780
5771,0.9260,0.9980,0.9520,0.9780
5772,0.9260,0.9980,0.9520,0.9780
5773,0.9260,0.9980,0.9520,0.9780
5774,0.9260,0.9980,0.9520,0.9780
5775,0.9260,0.9980,0.9520,0.9780
5776,0.9260,0.9980,0.9520,0.9780
5777,0.9280,0.9980,0.9520,0.9780
5778,0.9280,0.9980,0.9520,0.9780
5779,0.9280,0.9980,0.9520,0.9780
5780,0.9280,0.9980,0.9520,0.9780
5781,0.9280,0.9980,0.9520,0.9780
5782,0.9280,0.9980,0.9520,0.9780
5783,0.9280,0.9980,0.9520,0.9780
5784,0.9280,0.9980,0.9520,0.9800
5785,0.9280,0.9980,0.9520,0.9800
5786,0.9280,0.9980,0.9520,0.9800
5787,0.9280,0.9980,0.9520,0.9800
5788,0.9280,0.9980,0.9520,0.9800
5789,0.9280,0.9980,0.9520,0.9800
5790,0.9280,0.9980,0.9520,0.9800
5791,0.9280,0.9980,0.9520,0.9800
5792,0.9280,0.9980,0.9520,0.9800
5793,0.9280,0.9980,0.9520,0.9800
5794,0.9280,0.9980,0.9520,0.9800
5795,0.9280,0.9980,0.9520,0.9800
5796,0.9280,0.9980,0.9520,0.9800
5797,0.9280,0.9980,0.9520,0.9800
5798,0.9280,0.9980,0.9520,0.9800
5799,0.9280,0.9980,0.9520,0.9800
5800,0.9300,0.9980,0.9540,0.9820
5801,0.9300,0.9980,0.9540,0.9820
5802,0.9300,0.9980,0.9540,0.9820
5803,0.9300,0.9980,0.9540,0.9820
5804,0.9300,0.9980,0.9540,0.9820
5805,0.9300,0.9980,0.9540,0.9820
5806,0.9300,0.9980,0.9540,0.9820
5807,0.9300,0.9980,0.9540,0.9820
5808,0.9300,0.9980,0.9540,0.9820
5809,0.9280,0.9980,0.9540,0.9820
5810,0.9280,0.9980,0.9540,0.9820
5811,0.9280,0.9980,0.9540,0.9820
5812,0.9300,0.9980,0.9540,0.9820
5813,0.9280,0.9980,0.9520,0.9820
5814,0.9280,0.9980,0.9520,0.9820
5815,0.9280,0.9980,0.9520,0.9820
5816,0.9280,0.9980,0.9520,0.9820
5817,0.9280,0.9980,0.9520,0.9820
5818,0.9280,0.9980,0.9520,0.9820
5819,0.9280,0.9980,0.9520,0.9820
5820,0.9280,0.9980,0.9520,0.9820
5821,0.9280,0.9980,0.9520,0.9820
5822,0.9280,0.9980,0.9520,0.9820
5823,0.9260,0.9980,0.9500,0.9820
5824,0.9260,0.9980,0.9500,0.9820
5825,0.9260,0.9980,0.9500,0.9820
5826,0.9260,0.9980,0.9500,0.9820
5827,0.9260,0.9980,0.9500,0.9820
5828,0.9260,0.9980,0.9500,0.9820
5829,0.9240,0.9980,0.9500,0.9820
5830,0.9240,0.9980,0.9500,0.9820
5831,0.9260,0.9980,0.9520,0.9820
5832,0.9240,0.9980,0.9520,0.9820
5833,0.9240,0.9980,0.9520,0.9820
5834,0.9240,0.9980,0.9520,0.9820
5835,0.9240,0.9980,0.9520,0.9820
5836,0.9240,0.9980,0.9520,0.9820
5837,0.9240,0.9980,0.9520,0.9820
5838,0.9220,0.9980,0.9500,0.9820
5839,0.9220,0.9980,0.9500,0.9820
5840,0.9220,0.9980,0.9500,0.9820
5841,0.9220,0.9980,0.9500,0.9820
5842,0.9220,0.9980,0.9500,0.9820
5843,0.9220,0.9980,0.9500,0.9820
5844,0.9200,0.9980,0.9480,0.9800
5845,0.9200,0.9980,0.9480,0.9800
5846,0.9200,0.9980,0.9480,0.9800
5847,0.9200,0.9980,0.9480,0.9800
5848,0.9200,0.9980,0.9480,0.9820
5849,0.9200,0.9980,0.9480,0.9820
5850,0.9200,0.9980,0.9480,0.9820
5851,0.9200,0.9980,0.9480,0.9820
5852,0.9200,0.9980,0.9480,0.9820
5853,0.9200,0.9980,0.9480,0.9820
5854,0.9220,0.9980,0.9500,0.9840
5855,0.9220,0.9980,0.9500,0.9840
5856,0.9220,0.9980,0.9500,0.9840
5857,0.9220,0.9980,0.9500,0.9840
5858,0.9220,0.9980,0.9500,0.9840
5859,0.9220,0.9980,0.9500,0.9840
5860,0.9220,0.9980,0.9500,0.9840
5861,0.9240,0.9980,0.9500,0.9840
5862,0.9260,0.9980,0.9520,0.9840
5863,0.9280,0.9980,0.9540,0.9840
5864,0.9280,0.9980,0.9540,0.9820
5865,0.9280,0.9980,0.9540,0.9820
5866,0.9260,0.9980,0.9520,0.9800
5867,0.9260,0.9980,0.9520,0.9800
5868,0.9260,0.9980,0.9520,0.9800
5869,0.9260,0.9980,0.9520,0.9780
5870,0.9260,0.9980,0.9520,0.9780
5871,0.9260,0.9980,0.9520,0.9780
5872,0.9260,0.9980,0.9520,0.9780
5873,0.9260,0.9980,0.9520,0.9800
5874,0.9260,0.9980,0.9520,0.9800
5875,0.9260,0.9980,0.9520,0.9800
5876,0.9260,0.9980,0.9520,0.9800
5877,0.9260,0.9980,0.9520,0.9800
5878,0.9260,0.9980,0.9520,0.9800
5879,0.9260,0.9980,0.9520,0.9800
5880,0.9260,0.9980,0.9520,0.9800
5881,0.9260,0.9980,0.9520,0.9800
5882,0.9260,0.9980,0.9520,0.9800
5883,0.9260,0.9980,0.9520,0.9800
5884,0.9260,0.9980,0.9520,0.9800
5885,0.9260,0.9980,0.9520,0.9800
5886,0.9260,0.9980,0.9520,0.9800
5887,0.9260,0.9980,0.9520,0.9800
5888,0.9260,0.9980,0.9520,0.9800
5889,0.9260,0.9980,0.9520,0.9800
5890,0.9260,0.9980,0.9520,0.9800
5891,0.9280,0.9980,0.9520,0.9800
5892,0.9280,0.9980,0.9520,0.9800
5893,0.9280,0.9980,0.9520,0.9800
5894,0.9280,0.9980,0.9520,0.9800
5895,0.9280,0.9980,0.9520,0.9800
5896,0.9280,0.9980,0.9520,0.9800
5897,0.9280,0.9980,0.9520,0.9800
5898,0.9280,0.9980,0.9520,0.9800
5899,0.9280,0.9980,0.9520,0.9800
5900,0.9280,0.9980,0.9520,0.9800
5901,0.9280,0.9980,0.9520,0.9800
5902,0.9280,0.9980,0.9520,0.9800
5903,0.9280,0.9980,0.9520,0.9800
5904,0.9280,0.9980,0.9520,0.9800
5905,0.9280,0.9980,0.9520,0.9800
5906,0.9280,0.9980,0.9520,0.9800
5907,0.9280,0.9980,0.9520,0.9800
5908,0.9280,0.9980,0.9520,0.9800
5909,0.9280,0.9980,0.9520,0.9800
5910,0.9280,0.9980,0.9520,0.9800
5911,0.9280,0.9980,0.9520,0.9800
5912,0.9300,0.9980,0.9520,0.9800
5913,0.9300,0.9980,0.9520,0.9800
5914,0.9300,0.9980,0.9520,0.9800
5915,0.9300,0.9980,0.9520,0.9800
5916,0.9300,0.9980,0.9520,0.9800
5917,0.9300,0.9980,0.9520,0.9800
5918,0.9300,0.9980,0.9520,0.9800
5919,0.9300,0.9980,0.9520,0.9800
5920,0.9300,0.9980,0.9520,0.9800
5921,0.9280,0.9980,0.9500,0.9780
5922,0.9280,0.9980,0.9500,0.9760
5923,0.9280,0.9980,0.9500,0.9760
5924,0.9280,0.9980,0.9500,0.9760
5925,0.9280,0.9980,0.9500,0.9760
5926,0.9280,0.9980,0.9500,0.9760
5927,0.9280,0.9980,0.9500,0.9760
5928,0.9280,0.9980,0.9500,0.9760
5929,0.9280,0.9980,0.9500,0.9760
5930,0.9280,0.9980,0.9500,0.9760
5931,0.9280,0.9980,0.9500,0.9760
5932,0.9280,0.9980,0.9500,0.9760
5933,0.9280,0.9980,0.9500,0.9760
5934,0.9280,0.9980,0.9500,0.9760
5935,0.9280,0.9980,0.9500,0.9760
5936,0.9280,0.9980,0.9500,0.9760
5937,0.9280,0.9980,0.9500,0.9760
5938,0.9280,0.9980,0.9500,0.9760
5939,0.9280,0.9980,0.9500,0.9760
5940,0.9280,0.9980,0.9500,0.9760
5941,0.9280,0.9980,0.9500,0.9760
5942,0.9280,0.9980,0.9500,0.9760
5943,0.9280,0.9980,0.9500,0.9760
5944,0.9300,0.9980,0.9520,0.9760
5945,0.9300,0.9980,0.9520,0.9760
5946,0.9300,0.9980,0.9520,0.9760
5947,0.9300,0.9980,0.9520,0.9760
5948,0.9300,0.9980,0.9520,0.9760
5949,0.9320,0.9980,0.9540,0.9780
5950,0.9320,0.9980,0.9540,0.9780
5951,0.9320,0.9980,0.9540,0.9780
5952,0.9320,0.9980,0.9540,0.9780
5953,0.9320,0.9980,0.9540,0.9780
5954,0.9320,0.9980,0.9540,0.9780
5955,0.9320,0.9980,0.9540,0.9780
5956,0.9320,0.9980,0.9540,0.9780
5957,0.9320,0.9980,0.9540,0.9780
5958,0.9320,0.9980,0.9540,0.9780
5959,0.9320,0.9980,0.9540,0.9780
5960,0.9320,0.9980,0.9540,0.9780
5961,0.9320,0.9980,0.9540,0.9780
5962,0.9320,0.9980,0.9540,0.9780
5963,0.9320,0.9980,0.9540,0.9780
5964,0.9320,0.9980,0.9540,0.9780
5965,0.9320,0.9980,0.9540,0.9780
5966,0.9320,0.9980,0.9540,0.9780
5967,0.9320,0.9980,0.9540,0.9780
5968,0.9320,0.9980,0.9540,0.9780
5969,0.9320,0.9980,0.9540,0.9780
5970,0.9320,0.9980,0.9540,0.9780
5971,0.9300,0.9980,0.9520,0.9780
5972,0.9300,0.9980,0.9520,0.9780
5973,0.9300,0.9980,0.9520,0.9780
5974,0.9300,0.9980,0.9520,0.9780
5975,0.9300,0.9980,0.9520,0.9780
5976,0.9300,0.9980,0.9520,0.9780
5977,0.9300,0.9980,0.9520,0.9780
5978,0.9300,0.9980,0.9520,0.9780
5979,0.9300,0.9980,0.9520,0.9780
5980,0.9300,0.9980,0.9520,0.9780
5981,0.9300,0.9980,0.9520,0.9780
5982,0.9300,0.9980,0.9520,0.9780
5983,0.9280,0.9980,0.9500,0.9780
5984,0.9280,0.9980,0.9500,0.9780
5985,0.9280,0.9980,0.9500,0.9780
5986,0.9300,0.9980,0.9500,0.9780
5987,0.9300,0.9980,0.9500,0.9780
5988,0.9280,0.9980,0.9500,0.9780
5989,0.9280,0.9980,0.9500,0.9780
5990,0.9260,0.9980,0.9480,0.9780
5991,0.9240,0.9980,0.9460,0.9780
5992,0.9240,0.9980,0.9460,0.9780
5993,0.9220,0.9980,0.9440,0.9760
5994,0.9220,0.9980,0.9440,0.9760
5995,0.9220,0.9980,0.9440,0.9760
5996,0.9220,0.9980,0.9440,0.9760
5997,0.9240,0.9980,0.9460,0.9760
5998,0.9240,0.9980,0.9460,0.9760
5999,0.9240,0.9980,0.9460,0.9760
6000,0.9240,0.9980,0.9460,0.9740
6001,0.9240,0.9980,0.9460,0.9740
6002,0.9240,0.9980,0.9460,0.9740
6003,0.9240,0.9980,0.9460,0.9740
6004,0.9240,0.9980,0.9460,0.9740
6005,0.9240,0.9980,0.9460,0.9740
6006,0.9240,0.9980,0.9460,0.9740
6007,0.9240,0.9980,0.9460,0.9740
6008,0.9240,0.9980,0.9460,0.9740
6009,0.9260,0.9980,0.9460,0.9740
6010,0.9260,0.9980,0.9460,0.9740
6011,0.9260,0.9980,0.9460,0.9740
6012,0.9260,0.9980,0.9460,0.9740
6013,0.9260,0.9980,0.9460,0.9740
6014,0.9260,0.9980,0.9460,0.9740
6015,0.9260,0.9980,0.9460,0.9760
6016,0.9260,0.9980,0.9460,0.9760
6017,0.9260,0.9980,0.9460,0.9760
6018,0.9260,0.9980,0.9460,0.9760
6019,0.9260,0.9980,0.9460,0.9760
6020,0.9260,0.9980,0.9460,0.9760
6021,0.9260,0.9980,0.9460,0.9760
6022,0.9260,0.9980,0.9460,0.9760
6023,0.9260,0.9980,0.9460,0.9760
6024,0.9260,0.9980,0.9460,0.9760
6025,0.9260,0.9980,0.9460,0.9760
6026,0.9260,0.9980,0.9460,0.9760
6027,0.9280,0.9980,0.9480,0.9760
6028,0.9280,0.9980,0.9480,0.9760
6029,0.9300,0.9980,0.9480,0.9760
6030,0.9300,0.9980,0.9480,0.9760
6031,0.9300,0.9980,0.9480,0.9760
6032,0.9300,0.9980,0.9480,0.9760
6033,0.9300,0.9980,0.9480,0.9760
6034,0.9300,0.9980,0.9480,0.9760
6035,0.9300,0.9980,0.9480,0.9760
6036,0.9300,0.9980,0.9480,0.9760
6037,0.9300,0.9980,0.9480,0.9760
6038,0.9300,0.9980,0.9480,0.9760
6039,0.9300,0.9980,0.9480,0.9760
6040,0.9300,0.9980,0.9480,0.9760
6041,0.9320,0.9980,0.9500,0.9780
6042,0.9320,0.9980,0.9500,0.9780
6043,0.9320,0.9980,0.9500,0.9780
6044,0.9320,0.9980,0.9500,0.9780
6045,0.9320,0.9980,0.9500,0.9780
6046,0.9320,0.9980,0.9500,0.9780
6047,0.9320,0.9980,0.9500,0.9780
6048,0.9320,0.9980,0.9500,0.9780
6049,0.9320,0.9980,0.9500,0.9780
6050,0.9320,0.9980,0.9500,0.9780
6051,0.9340,0.9980,0.9520,0.9780
6052,0.9340,0.9980,0.9520,0.9780
6053,0.9340,0.9980,0.9520,0.9780
6054,0.9340,0.9980,0.9520,0.9780
6055,0.9340,0.9980,0.9520,0.9780
6056,0.9340,0.9980,0.9520,0.9780
6057,0.9340,0.9980,0.9520,0.9780
6058,0.9340,0.9980,0.9520,0.9780
6059,0.9340,0.9980,0.9520,0.9780
6060,0.9360,0.9980,0.9540,0.9780
6061,0.9360,0.9980,0.9540,0.9780
6062,0.9360,0.9980,0.9540,0.9780
6063,0.9360,0.9980,0.9540,0.9780
6064,0.9360,0.9980,0.9540,0.9780
6065,0.9380,0.9980,0.9560,0.9780
6066,0.9380,0.9980,0.9560,0.9780
6067,0.9380,0.9980,0.9560,0.9780
6068,0.9380,0.9980,0.9560,0.9780
6069,0.9380,0.9980,0.9560,0.9780
6070,0.9380,0.9980,0.9560,0.9780
6071,0.9380,0.9980,0.9560,0.9780
6072,0.9380,0.9980,0.9560,0.9780
6073,0.9380,0.9980,0.9560,0.9780
6074,0.9380,0.9980,0.9560,0.9780
6075,0.9380,0.9980,0.9560,0.9780
6076,0.9380,0.9980,0.9560,0.9780
6077,0.9380,0.9980,0.9560,0.9780
6078,0.9380,0.9980,0.9560,0.9780
6079,0.9380,0.9980,0.9560,0.9780
6080,0.9380,0.9980,0.9560,0.9780
6081,0.9380,0.9980,0.9560,0.9780
6082,0.9380,0.9980,0.9560,0.9780
6083,0.9380,0.9980,0.9560,0.9780
6084,0.9380,0.9980,0.9560,0.9780
6085,0.9380,0.9980,0.9560,0.9780
6086,0.9380,0.9980,0.9560,0.9780
6087,0.9380,0.9980,0.9560,0.9780
6088,0.9380,0.9980,0.9560,0.9780
6089,0.9380,0.9980,0.9560,0.9780
6090,0.9380,0.9980,0.9560,0.9780
6091,0.9380,0.9980,0.9560,0.9780
6092,0.9380,0.9980,0.9560,0.9780
6093,0.9380,0.9980,0.9560,0.9780
6094,0.9380,0.9980,0.9560,0.9780
6095,0.9380,0.9980,0.9560,0.9780
6096,0.9380,0.9980,0.9560,0.9780
6097,0.9400,0.9980,0.9560,0.9780
6098,0.9400,0.9980,0.9560,0.9780
6099,0.9400,0.9980,0.9560,0.9780
6100,0.9400,0.9980,0.9560,0.9780
6101,0.9400,0.9980,0.9560,0.9780
6102,0.9400,0.9980,0.9560,0.9780
6103,0.9400,0.9980,0.9560,0.9780
6104,0.9400,0.9980,0.9560,0.9780
6105,0.9400,0.9980,0.9560,0.9780
6106,0.9400,0.9980,0.9560,0.9780
6107,0.9400,0.9980,0.9560,0.9780
6108,0.9400,0.9980,0.9560,0.9780
6109,0.9400,0.9980,0.9560,0.9780
6110,0.9400,0.9980,0.9560,0.9780
6111,0.9400,0.9980,0.9560,0.9780
6112,0.9400,0.9980,0.9560,0.9780
6113,0.9420,0.9980,0.9580,0.9780
6114,0.9420,0.9980,0.9580,0.9780
6115,0.9420,0.9980,0.9580,0.9780
6116,0.9420,0.9980,0.9580,0.9780
6117,0.9420,0.9980,0.9580,0.9780
6118,0.9420,0.9980,0.9580,0.9780
6119,0.9420,0.9980,0.9580,0.9780
6120,0.9420,0.9980,0.9580,0.9780
6121,0.9420,0.9980,0.9580,0.9780
6122,0.9420,0.9980,0.9580,0.9780
6123,0.9420,0.9980,0.9580,0.9780
6124,0.9420,0.9980,0.9580,0.9780
6125,0.9420,0.9980,0.9580,0.9780
6126,0.9420,0.9980,0.9580,0.9780
6127,0.9420,0.9980,0.9580,0.9780
6128,0.9440,0.9980,0.9600,0.9780
6129,0.9440,0.9980,0.9600,0.9780
6130,0.9440,0.9980,0.9600,0.9780
6131,0.9440,0.9980,0.9600,0.9780
6132,0.9440,0.9980,0.9600,0.9780
6133,0.9440,0.9980,0.9600,0.9780
6134,0.9440,0.9980,0.9600,0.9780
6135,0.9440,0.9980,0.9600,0.9780
6136,0.9440,0.9980,0.9600,0.9780
6137,0.9440,0.9980,0.9600,0.9780
6138,0.9440,0.9980,0.9600,0.9780
6139,0.9440,0.9980,0.9600,0.9780
6140,0.9440,0.9980,0.9600,0.9780
6141,0.9440,0.9980,0.9600,0.9780
6142,0.9440,0.9980,0.9600,0.9780
6143,0.9440,0.9980,0.9600,0.9780
6144,0.9440,0.9980,0.9600,0.9780
6145,0.9440,0.9980,0.9600,0.9800
6146,0.9440,0.9980,0.9600,0.9800
6147,0.9440,0.9980,0.9600,0.9800
6148,0.9440,0.9980,0.9600,0.9800
6149,0.9440,0.9980,0.9600,0.9800
6150,0.9440,0.9980,0.9600,0.9800
6151,0.9440,0.9980,0.9600,0.9800
6152,0.9440,1.0000,0.9600,0.9800
6153,0.9440,1.0000,0.9600,0.9800
6154,0.9440,1.0000,0.9600,0.9800
6155,0.9440,1.0000,0.9600,0.9800
6156,0.9440,1.0000,0.9600,0.9800
6157,0.9440,1.0000,0.9600,0.9800
6158,0.9440,1.0000,0.9600,0.9800
6159,0.9440,1.0000,0.9600,0.9800
6160,0.9440,1.0000,0.9600,0.9800
6161,0.9440,1.0000,0.9600,0.9800
6162,0.9440,1.0000,0.9600,0.9800
6163,0.9440,1.0000,0.9600,0.9800
6164,0.9440,1.0000,0.9600,0.9800
6165,0.9440,1.0000,0.9600,0.9800
6166,0.9440,1.0000,0.9600,0.9800
6167,0.9440,1.0000,0.9600,0.9800
6168,0.9440,1.0000,0.9600,0.9800
6169,0.9440,1.0000,0.9600,0.9800
6170,0.9440,1.0000,0.9600,0.9800
6171,0.9460,1.0000,0.9620,0.9820
