Iteration,Gaussian NB,Hoeffding Tree,IELM,SGD Perceptron,Adaptive RF
3167,0.8540,0.8320,0.8640,0.9560,0.8880
3168,0.8540,0.8320,0.8640,0.9560,0.8880
3169,0.8540,0.8320,0.8640,0.9560,0.8880
3170,0.8520,0.8300,0.8620,0.9540,0.8860
3171,0.8520,0.8300,0.8620,0.9540,0.8860
3172,0.8520,0.8300,0.8620,0.9540,0.8860
3173,0.8520,0.8300,0.8620,0.9540,0.8860
3174,0.8520,0.8300,0.8620,0.9540,0.8860
3175,0.8520,0.8300,0.8620,0.9540,0.8860
3176,0.8520,0.8300,0.8620,0.9540,0.8860
3177,0.8520,0.8300,0.8640,0.9540,0.8860
3178,0.8520,0.8300,0.8640,0.9540,0.8860
3179,0.8520,0.8300,0.8660,0.9540,0.8860
3180,0.8520,0.8300,0.8680,0.9560,0.8860
3181,0.8520,0.8300,0.8680,0.9560,0.8860
3182,0.8500,0.8280,0.8660,0.9560,0.8840
3183,0.8500,0.8280,0.8660,0.9580,0.8860
3184,0.8500,0.8280,0.8660,0.9580,0.8860
3185,0.8500,0.8280,0.8660,0.9580,0.8860
3186,0.8500,0.8280,0.8660,0.9580,0.8880
3187,0.8500,0.8280,0.8660,0.9580,0.8880
3188,0.8500,0.8280,0.8660,0.9580,0.8860
3189,0.8500,0.8280,0.8660,0.9600,0.8860
3190,0.8520,0.8280,0.8660,0.9600,0.8860
3191,0.8520,0.8280,0.8660,0.9600,0.8860
3192,0.8500,0.8280,0.8640,0.9600,0.8860
3193,0.8480,0.8280,0.8620,0.9600,0.8860
3194,0.8480,0.8280,0.8620,0.9600,0.8860
3195,0.8480,0.8280,0.8620,0.9600,0.8860
3196,0.8480,0.8280,0.8620,0.9600,0.8860
3197,0.8480,0.8280,0.8620,0.9600,0.8860
3198,0.8480,0.8280,0.8620,0.9600,0.8860
3199,0.8480,0.8280,0.8620,0.9600,0.8860
3200,0.8480,0.8280,0.8620,0.9600,0.8860
3201,0.8480,0.8280,0.8620,0.9600,0.8860
3202,0.8480,0.8300,0.8620,0.9600,0.8880
3203,0.8480,0.8300,0.8620,0.9600,0.8880
3204,0.8480,0.8320,0.8620,0.9600,0.8900
3205,0.8480,0.8320,0.8620,0.9600,0.8900
3206,0.8480,0.8340,0.8620,0.9600,0.8900
3207,0.8480,0.8360,0.8620,0.9600,0.8900
3208,0.8480,0.8380,0.8620,0.9600,0.8900
3209,0.8480,0.8400,0.8620,0.9600,0.8900
3210,0.8480,0.8420,0.8620,0.9600,0.8920
3211,0.8480,0.8420,0.8620,0.9600,0.8920
3212,0.8480,0.8440,0.8620,0.9600,0.8920
3213,0.8480,0.8460,0.8620,0.9600,0.8920
3214,0.8460,0.8480,0.8600,0.9600,0.8920
3215,0.8440,0.8480,0.8580,0.9600,0.8920
3216,0.8440,0.8500,0.8580,0.9600,0.8920
3217,0.8440,0.8500,0.8580,0.9600,0.8920
3218,0.8440,0.8520,0.8580,0.9600,0.8920
3219,0.8440,0.8520,0.8580,0.9600,0.8920
3220,0.8440,0.8520,0.8580,0.9600,0.8920
3221,0.8440,0.8540,0.8580,0.9600,0.8920
3222,0.8440,0.8560,0.8580,0.9600,0.8920
3223,0.8460,0.8560,0.8600,0.9620,0.8920
3224,0.8480,0.8560,0.8620,0.9620,0.8920
3225,0.8500,0.8560,0.8620,0.9620,0.8920
3226,0.8500,0.8540,0.8600,0.9600,0.8900
3227,0.8500,0.8520,0.8580,0.9580,0.8880
3228,0.8500,0.8500,0.8580,0.9580,0.8860
3229,0.8500,0.8500,0.8580,0.9580,0.8840
3230,0.8500,0.8480,0.8580,0.9560,0.8840
3231,0.8480,0.8460,0.8580,0.9560,0.8840
3232,0.8460,0.8440,0.8580,0.9560,0.8840
3233,0.8460,0.8440,0.8580,0.9560,0.8840
3234,0.8460,0.8440,0.8580,0.9560,0.8840
3235,0.8460,0.8440,0.8580,0.9560,0.8840
3236,0.8460,0.8440,0.8580,0.9560,0.8840
3237,0.8460,0.8440,0.8580,0.9560,0.8840
3238,0.8440,0.8440,0.8580,0.9560,0.8840
3239,0.8440,0.8440,0.8580,0.9560,0.8840
3240,0.8420,0.8440,0.8580,0.9560,0.8840
3241,0.8400,0.8420,0.8560,0.9560,0.8840
3242,0.8400,0.8420,0.8560,0.9560,0.8840
3243,0.8380,0.8400,0.8540,0.9560,0.8820
3244,0.8360,0.8380,0.8520,0.9560,0.8820
3245,0.8340,0.8380,0.8520,0.9560,0.8820
3246,0.8340,0.8400,0.8540,0.9560,0.8840
3247,0.8320,0.8400,0.8540,0.9560,0.8840
3248,0.8320,0.8420,0.8560,0.9560,0.8860
3249,0.8340,0.8420,0.8580,0.9560,0.8860
3250,0.8340,0.8420,0.8580,0.9560,0.8860
3251,0.8340,0.8420,0.8580,0.9560,0.8860
3252,0.8360,0.8420,0.8600,0.9560,0.8860
3253,0.8380,0.8420,0.8620,0.9560,0.8860
3254,0.8400,0.8420,0.8640,0.9560,0.8860
3255,0.8400,0.8420,0.8660,0.9560,0.8860
3256,0.8420,0.8420,0.8680,0.9560,0.8860
3257,0.8420,0.8420,0.8700,0.9560,0.8860
3258,0.8440,0.8420,0.8720,0.9560,0.8860
3259,0.8440,0.8420,0.8740,0.9560,0.8860
3260,0.8440,0.8420,0.8760,0.9540,0.8860
3261,0.8440,0.8420,0.8760,0.9540,0.8860
3262,0.8460,0.8420,0.8780,0.9540,0.8860
3263,0.8460,0.8420,0.8780,0.9540,0.8860
3264,0.8460,0.8420,0.8780,0.9540,0.8860
3265,0.8480,0.8420,0.8800,0.9540,0.8860
3266,0.8500,0.8420,0.8820,0.9540,0.8860
3267,0.8520,0.8420,0.8840,0.9540,0.8860
3268,0.8520,0.8420,0.8840,0.9540,0.8860
3269,0.8520,0.8420,0.8840,0.9540,0.8860
3270,0.8520,0.8400,0.8840,0.9540,0.8860
3271,0.8520,0.8380,0.8840,0.9540,0.8860
3272,0.8520,0.8380,0.8840,0.9540,0.8860
3273,0.8520,0.8380,0.8840,0.9540,0.8860
3274,0.8520,0.8380,0.8840,0.9540,0.8860
3275,0.8520,0.8380,0.8840,0.9540,0.8860
3276,0.8540,0.8380,0.8840,0.9560,0.8880
3277,0.8540,0.8360,0.8840,0.9560,0.8880
3278,0.8560,0.8360,0.8840,0.9560,0.8900
3279,0.8580,0.8380,0.8840,0.9540,0.8900
3280,0.8560,0.8360,0.8840,0.9520,0.8900
3281,0.8540,0.8360,0.8840,0.9520,0.8900
3282,0.8540,0.8380,0.8840,0.9520,0.8920
3283,0.8540,0.8380,0.8840,0.9520,0.8920
3284,0.8540,0.8380,0.8840,0.9520,0.8920
3285,0.8540,0.8380,0.8820,0.9520,0.8900
3286,0.8540,0.8380,0.8800,0.9520,0.8900
3287,0.8560,0.8380,0.8780,0.9520,0.8900
3288,0.8540,0.8380,0.8780,0.9520,0.8900
3289,0.8540,0.8380,0.8780,0.9520,0.8900
3290,0.8540,0.8380,0.8780,0.9540,0.8920
3291,0.8540,0.8380,0.8760,0.9540,0.8900
3292,0.8540,0.8380,0.8760,0.9540,0.8900
3293,0.8520,0.8380,0.8760,0.9540,0.8900
3294,0.8500,0.8380,0.8760,0.9540,0.8900
3295,0.8480,0.8380,0.8760,0.9540,0.8900
3296,0.8460,0.8380,0.8760,0.9540,0.8900
3297,0.8460,0.8380,0.8760,0.9540,0.8900
3298,0.8460,0.8380,0.8760,0.9540,0.8900
3299,0.8460,0.8400,0.8760,0.9540,0.8920
3300,0.8460,0.8400,0.8760,0.9540,0.8920
3301,0.8460,0.8420,0.8760,0.9540,0.8940
3302,0.8460,0.8440,0.8760,0.9540,0.8960
3303,0.8460,0.8440,0.8760,0.9540,0.8960
3304,0.8460,0.8440,0.8760,0.9540,0.8960
3305,0.8460,0.8440,0.8760,0.9540,0.8960
3306,0.8460,0.8460,0.8760,0.9540,0.8980
3307,0.8460,0.8460,0.8760,0.9540,0.8980
3308,0.8460,0.8480,0.8760,0.9540,0.9000
3309,0.8460,0.8500,0.8760,0.9540,0.9000
3310,0.8460,0.8520,0.8760,0.9540,0.9000
3311,0.8460,0.8540,0.8760,0.9540,0.9000
3312,0.8460,0.8560,0.8760,0.9540,0.9000
3313,0.8460,0.8580,0.8760,0.9540,0.9000
3314,0.8460,0.8600,0.8760,0.9540,0.9000
3315,0.8460,0.8620,0.8760,0.9540,0.9000
3316,0.8460,0.8640,0.8760,0.9540,0.9000
3317,0.8460,0.8660,0.8760,0.9540,0.9000
3318,0.8460,0.8660,0.8760,0.9540,0.9000
3319,0.8460,0.8660,0.8760,0.9540,0.9000
3320,0.8460,0.8660,0.8760,0.9540,0.9000
3321,0.8460,0.8660,0.8760,0.9540,0.9000
3322,0.8480,0.8680,0.8760,0.9540,0.9020
3323,0.8500,0.8700,0.8760,0.9540,0.9040
3324,0.8520,0.8720,0.8760,0.9540,0.9040
3325,0.8520,0.8720,0.8740,0.9540,0.9040
3326,0.8520,0.8720,0.8740,0.9540,0.9040
3327,0.8520,0.8720,0.8740,0.9540,0.9040
3328,0.8500,0.8700,0.8720,0.9540,0.9020
3329,0.8500,0.8700,0.8720,0.9540,0.9020
3330,0.8500,0.8700,0.8720,0.9560,0.9020
3331,0.8500,0.8700,0.8720,0.9560,0.9020
3332,0.8500,0.8700,0.8720,0.9560,0.9020
3333,0.8500,0.8700,0.8720,0.9560,0.9020
3334,0.8500,0.8700,0.8720,0.9560,0.9020
3335,0.8500,0.8700,0.8720,0.9560,0.9020
3336,0.8500,0.8700,0.8740,0.9560,0.9020
3337,0.8500,0.8700,0.8760,0.9560,0.9020
3338,0.8500,0.8700,0.8780,0.9560,0.9020
3339,0.8500,0.8700,0.8780,0.9560,0.9020
3340,0.8500,0.8700,0.8800,0.9540,0.9020
3341,0.8500,0.8700,0.8820,0.9540,0.9000
3342,0.8500,0.8700,0.8840,0.9540,0.9000
3343,0.8500,0.8700,0.8860,0.9540,0.9000
3344,0.8500,0.8700,0.8880,0.9540,0.9000
3345,0.8520,0.8720,0.8880,0.9540,0.9000
3346,0.8520,0.8720,0.8880,0.9540,0.9000
3347,0.8520,0.8720,0.8880,0.9540,0.9000
3348,0.8520,0.8720,0.8880,0.9540,0.9000
3349,0.8520,0.8720,0.8880,0.9540,0.9000
3350,0.8520,0.8740,0.8880,0.9540,0.9000
3351,0.8520,0.8740,0.8880,0.9540,0.9000
3352,0.8520,0.8740,0.8880,0.9540,0.9000
3353,0.8520,0.8740,0.8880,0.9540,0.9000
3354,0.8520,0.8740,0.8880,0.9540,0.9000
3355,0.8520,0.8740,0.8880,0.9540,0.9000
3356,0.8520,0.8740,0.8880,0.9540,0.9000
3357,0.8520,0.8740,0.8880,0.9540,0.9000
3358,0.8520,0.8740,0.8880,0.9540,0.9000
3359,0.8520,0.8740,0.8880,0.9540,0.9000
3360,0.8520,0.8740,0.8880,0.9540,0.9000
3361,0.8500,0.8720,0.8880,0.9540,0.8980
3362,0.8480,0.8700,0.8860,0.9540,0.8980
3363,0.8500,0.8720,0.8880,0.9560,0.9000
3364,0.8500,0.8720,0.8880,0.9560,0.9000
3365,0.8500,0.8720,0.8880,0.9560,0.9000
3366,0.8500,0.8720,0.8880,0.9560,0.9000
3367,0.8500,0.8720,0.8880,0.9560,0.9000
3368,0.8500,0.8720,0.8880,0.9560,0.9000
3369,0.8520,0.8740,0.8900,0.9580,0.9020
3370,0.8540,0.8760,0.8900,0.9580,0.9040
3371,0.8540,0.8760,0.8880,0.9560,0.9020
3372,0.8520,0.8740,0.8860,0.9560,0.9000
3373,0.8500,0.8720,0.8840,0.9560,0.9000
3374,0.8500,0.8720,0.8840,0.9560,0.9000
3375,0.8500,0.8720,0.8840,0.9560,0.8980
3376,0.8500,0.8720,0.8840,0.9560,0.8980
3377,0.8500,0.8720,0.8840,0.9560,0.8980
3378,0.8500,0.8720,0.8840,0.9560,0.8980
3379,0.8520,0.8740,0.8840,0.9560,0.8980
3380,0.8520,0.8740,0.8840,0.9560,0.8980
3381,0.8520,0.8740,0.8840,0.9560,0.8980
3382,0.8520,0.8740,0.8860,0.9560,0.9000
3383,0.8520,0.8740,0.8860,0.9560,0.9000
3384,0.8520,0.8740,0.8860,0.9560,0.9000
3385,0.8520,0.8740,0.8860,0.9560,0.9000
3386,0.8520,0.8740,0.8860,0.9560,0.9000
3387,0.8520,0.8740,0.8860,0.9560,0.9000
3388,0.8520,0.8740,0.8860,0.9560,0.9000
3389,0.8520,0.8740,0.8860,0.9560,0.9000
3390,0.8520,0.8740,0.8860,0.9560,0.9000
3391,0.8520,0.8740,0.8860,0.9560,0.9000
3392,0.8520,0.8740,0.8860,0.9560,0.9000
3393,0.8520,0.8740,0.8860,0.9560,0.9000
3394,0.8520,0.8740,0.8860,0.9560,0.9000
3395,0.8520,0.8740,0.8860,0.9560,0.9000
3396,0.8520,0.8740,0.8860,0.9560,0.9000
3397,0.8520,0.8740,0.8860,0.9560,0.9000
3398,0.8520,0.8740,0.8860,0.9560,0.9000
3399,0.8520,0.8740,0.8860,0.9560,0.9000
3400,0.8520,0.8740,0.8860,0.9560,0.9000
3401,0.8520,0.8740,0.8860,0.9560,0.9000
3402,0.8520,0.8740,0.8860,0.9560,0.9000
3403,0.8520,0.8740,0.8860,0.9560,0.9000
3404,0.8500,0.8720,0.8840,0.9540,0.8980
3405,0.8500,0.8720,0.8840,0.9540,0.8980
3406,0.8480,0.8700,0.8820,0.9520,0.8960
3407,0.8460,0.8680,0.8800,0.9520,0.8940
3408,0.8440,0.8660,0.8780,0.9520,0.8920
3409,0.8440,0.8660,0.8760,0.9500,0.8900
3410,0.8440,0.8660,0.8760,0.9480,0.8880
3411,0.8440,0.8660,0.8760,0.9480,0.8880
3412,0.8440,0.8660,0.8760,0.9480,0.8880
3413,0.8440,0.8660,0.8760,0.9480,0.8880
3414,0.8440,0.8660,0.8760,0.9480,0.8880
3415,0.8440,0.8660,0.8760,0.9480,0.8880
3416,0.8440,0.8660,0.8760,0.9480,0.8880
3417,0.8440,0.8660,0.8760,0.9480,0.8880
3418,0.8440,0.8660,0.8760,0.9480,0.8880
3419,0.8440,0.8660,0.8760,0.9480,0.8880
3420,0.8440,0.8660,0.8760,0.9480,0.8880
3421,0.8440,0.8660,0.8760,0.9480,0.8880
3422,0.8440,0.8660,0.8760,0.9480,0.8880
3423,0.8440,0.8660,0.8760,0.9480,0.8880
3424,0.8440,0.8660,0.8760,0.9480,0.8880
3425,0.8420,0.8640,0.8740,0.9460,0.8860
3426,0.8400,0.8620,0.8720,0.9460,0.8840
3427,0.8400,0.8620,0.8720,0.9460,0.8840
3428,0.8400,0.8620,0.8720,0.9440,0.8840
3429,0.8400,0.8620,0.8720,0.9420,0.8840
3430,0.8400,0.8620,0.8720,0.9420,0.8840
3431,0.8400,0.8620,0.8720,0.9420,0.8840
3432,0.8400,0.8620,0.8720,0.9420,0.8840
3433,0.8400,0.8620,0.8720,0.9420,0.8840
3434,0.8400,0.8620,0.8720,0.9420,0.8840
3435,0.8400,0.8620,0.8720,0.9420,0.8840
3436,0.8400,0.8620,0.8720,0.9420,0.8840
3437,0.8400,0.8620,0.8720,0.9420,0.8840
3438,0.8400,0.8620,0.8720,0.9420,0.8840
3439,0.8400,0.8620,0.8720,0.9420,0.8840
3440,0.8400,0.8620,0.8720,0.9420,0.8840
3441,0.8380,0.8600,0.8700,0.9400,0.8820
3442,0.8380,0.8580,0.8700,0.9400,0.8800
3443,0.8380,0.8580,0.8700,0.9420,0.8800
3444,0.8400,0.8600,0.8700,0.9420,0.8800
3445,0.8420,0.8600,0.8700,0.9400,0.8800
3446,0.8420,0.8600,0.8700,0.9400,0.8800
3447,0.8420,0.8600,0.8700,0.9400,0.8800
3448,0.8420,0.8600,0.8700,0.9400,0.8800
3449,0.8420,0.8600,0.8700,0.9400,0.8800
3450,0.8420,0.8600,0.8700,0.9400,0.8800
3451,0.8420,0.8580,0.8700,0.9400,0.8800
3452,0.8420,0.8580,0.8700,0.9400,0.8800
3453,0.8420,0.8580,0.8700,0.9400,0.8800
3454,0.8420,0.8580,0.8700,0.9400,0.8800
3455,0.8420,0.8580,0.8700,0.9400,0.8800
3456,0.8420,0.8580,0.8700,0.9400,0.8800
3457,0.8420,0.8580,0.8700,0.9400,0.8800
3458,0.8420,0.8580,0.8700,0.9400,0.8800
3459,0.8420,0.8580,0.8700,0.9400,0.8800
3460,0.8420,0.8580,0.8700,0.9400,0.8800
3461,0.8420,0.8580,0.8700,0.9400,0.8800
3462,0.8420,0.8580,0.8700,0.9400,0.8800
3463,0.8420,0.8580,0.8700,0.9400,0.8800
3464,0.8420,0.8580,0.8700,0.9400,0.8800
3465,0.8420,0.8580,0.8700,0.9400,0.8800
3466,0.8420,0.8580,0.8700,0.9400,0.8800
3467,0.8420,0.8580,0.8700,0.9400,0.8800
3468,0.8420,0.8580,0.8700,0.9400,0.8800
3469,0.8420,0.8580,0.8700,0.9400,0.8800
3470,0.8420,0.8580,0.8700,0.9400,0.8800
3471,0.8420,0.8580,0.8700,0.9400,0.8800
3472,0.8400,0.8560,0.8700,0.9400,0.8800
3473,0.8400,0.8560,0.8700,0.9400,0.8800
3474,0.8400,0.8560,0.8700,0.9400,0.8800
3475,0.8400,0.8560,0.8700,0.9400,0.8800
3476,0.8400,0.8560,0.8700,0.9400,0.8800
3477,0.8400,0.8560,0.8700,0.9400,0.8800
3478,0.8400,0.8560,0.8700,0.9400,0.8800
3479,0.8400,0.8560,0.8700,0.9400,0.8800
3480,0.8400,0.8560,0.8700,0.9400,0.8800
3481,0.8400,0.8560,0.8700,0.9400,0.8800
3482,0.8380,0.8540,0.8700,0.9400,0.8800
3483,0.8380,0.8540,0.8700,0.9400,0.8800
3484,0.8380,0.8540,0.8700,0.9400,0.8800
3485,0.8380,0.8540,0.8700,0.9400,0.8800
3486,0.8380,0.8540,0.8700,0.9400,0.8800
3487,0.8380,0.8540,0.8700,0.9400,0.8800
3488,0.8380,0.8540,0.8700,0.9400,0.8800
3489,0.8380,0.8540,0.8700,0.9400,0.8800
3490,0.8380,0.8540,0.8700,0.9400,0.8800
3491,0.8380,0.8540,0.8700,0.9400,0.8800
3492,0.8400,0.8540,0.8700,0.9420,0.8820
3493,0.8400,0.8540,0.8700,0.9420,0.8820
3494,0.8400,0.8540,0.8700,0.9420,0.8820
3495,0.8400,0.8540,0.8700,0.9420,0.8820
3496,0.8400,0.8540,0.8700,0.9420,0.8820
3497,0.8420,0.8540,0.8700,0.9440,0.8840
3498,0.8420,0.8540,0.8700,0.9440,0.8840
3499,0.8420,0.8540,0.8700,0.9440,0.8840
3500,0.8420,0.8540,0.8700,0.9440,0.8840
3501,0.8420,0.8540,0.8700,0.9440,0.8840
3502,0.8420,0.8540,0.8700,0.9440,0.8840
3503,0.8420,0.8540,0.8700,0.9440,0.8840
3504,0.8420,0.8540,0.8700,0.9440,0.8840
3505,0.8420,0.8540,0.8700,0.9440,0.8840
3506,0.8420,0.8540,0.8700,0.9440,0.8840
3507,0.8420,0.8540,0.8680,0.9420,0.8820
3508,0.8420,0.8540,0.8680,0.9420,0.8820
3509,0.8420,0.8540,0.8680,0.9420,0.8820
3510,0.8420,0.8540,0.8680,0.9420,0.8820
3511,0.8420,0.8540,0.8680,0.9420,0.8820
3512,0.8420,0.8540,0.8680,0.9420,0.8820
3513,0.8420,0.8540,0.8680,0.9420,0.8820
3514,0.8420,0.8540,0.8680,0.9420,0.8820
3515,0.8420,0.8540,0.8680,0.9420,0.8820
3516,0.8420,0.8540,0.8700,0.9440,0.8820
3517,0.8420,0.8540,0.8700,0.9440,0.8820
3518,0.8420,0.8540,0.8720,0.9440,0.8820
3519,0.8420,0.8540,0.8720,0.9440,0.8820
3520,0.8420,0.8540,0.8720,0.9440,0.8820
3521,0.8420,0.8540,0.8720,0.9440,0.8820
3522,0.8420,0.8540,0.8720,0.9440,0.8820
3523,0.8420,0.8540,0.8720,0.9440,0.8820
3524,0.8420,0.8540,0.8720,0.9440,0.8820
3525,0.8420,0.8540,0.8720,0.9440,0.8820
3526,0.8420,0.8540,0.8720,0.9440,0.8820
3527,0.8440,0.8560,0.8740,0.9440,0.8820
3528,0.8440,0.8560,0.8740,0.9440,0.8820
3529,0.8440,0.8560,0.8740,0.9460,0.8840
3530,0.8440,0.8560,0.8740,0.9480,0.8840
3531,0.8440,0.8560,0.8740,0.9480,0.8840
3532,0.8440,0.8560,0.8740,0.9480,0.8840
3533,0.8440,0.8560,0.8740,0.9480,0.8840
3534,0.8440,0.8560,0.8740,0.9480,0.8840
3535,0.8440,0.8560,0.8740,0.9480,0.8840
3536,0.8440,0.8560,0.8740,0.9480,0.8840
3537,0.8460,0.8560,0.8760,0.9480,0.8840
3538,0.8460,0.8560,0.8760,0.9480,0.8840
3539,0.8460,0.8580,0.8760,0.9480,0.8840
3540,0.8460,0.8580,0.8760,0.9480,0.8840
3541,0.8460,0.8600,0.8780,0.9480,0.8840
3542,0.8460,0.8620,0.8800,0.9480,0.8840
3543,0.8460,0.8620,0.8800,0.9480,0.8840
3544,0.8460,0.8640,0.8820,0.9480,0.8840
3545,0.8460,0.8660,0.8840,0.9480,0.8840
3546,0.8460,0.8660,0.8840,0.9480,0.8840
3547,0.8460,0.8660,0.8840,0.9480,0.8840
3548,0.8460,0.8680,0.8840,0.9500,0.8860
3549,0.8460,0.8700,0.8840,0.9500,0.8860
3550,0.8460,0.8720,0.8840,0.9500,0.8860
3551,0.8480,0.8740,0.8840,0.9500,0.8860
3552,0.8480,0.8760,0.8840,0.9500,0.8860
3553,0.8480,0.8760,0.8840,0.9500,0.8860
3554,0.8480,0.8780,0.8840,0.9500,0.8860
3555,0.8480,0.8780,0.8840,0.9500,0.8860
3556,0.8480,0.8780,0.8840,0.9500,0.8860
3557,0.8480,0.8780,0.8840,0.9500,0.8860
3558,0.8480,0.8780,0.8840,0.9500,0.8860
3559,0.8480,0.8780,0.8840,0.9500,0.8860
3560,0.8480,0.8780,0.8840,0.9500,0.8860
3561,0.8480,0.8780,0.8840,0.9500,0.8860
3562,0.8480,0.8780,0.8840,0.9500,0.8860
3563,0.8500,0.8800,0.8860,0.9500,0.8880
3564,0.8520,0.8820,0.8880,0.9500,0.8900
3565,0.8500,0.8800,0.8860,0.9480,0.8880
3566,0.8500,0.8800,0.8860,0.9480,0.8880
3567,0.8500,0.8800,0.8860,0.9480,0.8880
3568,0.8500,0.8820,0.8860,0.9480,0.8880
3569,0.8500,0.8820,0.8860,0.9480,0.8880
3570,0.8500,0.8820,0.8860,0.9480,0.8880
3571,0.8500,0.8820,0.8860,0.9480,0.8880
3572,0.8500,0.8820,0.8860,0.9480,0.8880
3573,0.8500,0.8820,0.8860,0.9480,0.8880
3574,0.8500,0.8820,0.8860,0.9480,0.8880
3575,0.8520,0.8820,0.8860,0.9500,0.8880
3576,0.8540,0.8840,0.8880,0.9500,0.8880
3577,0.8540,0.8840,0.8880,0.9520,0.8900
3578,0.8540,0.8840,0.8880,0.9520,0.8900
3579,0.8540,0.8840,0.8880,0.9520,0.8900
3580,0.8520,0.8820,0.8860,0.9500,0.8880
3581,0.8520,0.8820,0.8860,0.9500,0.8880
3582,0.8520,0.8820,0.8860,0.9500,0.8880
3583,0.8520,0.8820,0.8860,0.9500,0.8880
3584,0.8500,0.8800,0.8840,0.9480,0.8880
3585,0.8500,0.8800,0.8840,0.9480,0.8900
3586,0.8500,0.8800,0.8840,0.9480,0.8900
3587,0.8500,0.8800,0.8840,0.9480,0.8900
3588,0.8520,0.8820,0.8840,0.9500,0.8920
3589,0.8520,0.8820,0.8840,0.9500,0.8920
3590,0.8540,0.8840,0.8860,0.9500,0.8940
3591,0.8540,0.8840,0.8860,0.9500,0.8940
3592,0.8560,0.8860,0.8880,0.9500,0.8960
3593,0.8580,0.8880,0.8880,0.9500,0.8980
3594,0.8580,0.8880,0.8880,0.9500,0.8980
3595,0.8580,0.8880,0.8880,0.9500,0.8980
3596,0.8600,0.8900,0.8880,0.9500,0.9000
3597,0.8620,0.8920,0.8880,0.9500,0.9020
3598,0.8620,0.8920,0.8880,0.9500,0.9020
3599,0.8640,0.8940,0.8880,0.9500,0.9040
3600,0.8660,0.8960,0.8880,0.9500,0.9060
3601,0.8660,0.8960,0.8880,0.9500,0.9060
3602,0.8680,0.8980,0.8880,0.9500,0.9080
3603,0.8680,0.8980,0.8880,0.9500,0.9080
3604,0.8680,0.8980,0.8880,0.9500,0.9080
3605,0.8680,0.8980,0.8880,0.9500,0.9080
3606,0.8680,0.8980,0.8880,0.9500,0.9080
3607,0.8680,0.8980,0.8880,0.9500,0.9080
3608,0.8680,0.8980,0.8880,0.9500,0.9080
3609,0.8680,0.8980,0.8880,0.9500,0.9080
3610,0.8700,0.9000,0.8900,0.9500,0.9100
3611,0.8700,0.9000,0.8900,0.9500,0.9100
3612,0.8720,0.9020,0.8920,0.9500,0.9120
3613,0.8700,0.9000,0.8900,0.9500,0.9100
3614,0.8700,0.9000,0.8900,0.9500,0.9100
3615,0.8700,0.9020,0.8900,0.9500,0.9100
3616,0.8680,0.9020,0.8880,0.9500,0.9080
3617,0.8680,0.9020,0.8900,0.9520,0.9100
3618,0.8680,0.9020,0.8920,0.9520,0.9100
3619,0.8700,0.9040,0.8940,0.9520,0.9120
3620,0.8720,0.9060,0.8960,0.9520,0.9140
3621,0.8720,0.9060,0.8980,0.9520,0.9160
3622,0.8720,0.9060,0.9000,0.9520,0.9180
3623,0.8720,0.9060,0.9020,0.9520,0.9180
3624,0.8720,0.9060,0.9040,0.9520,0.9200
3625,0.8720,0.9060,0.9040,0.9520,0.9200
3626,0.8720,0.9060,0.9040,0.9520,0.9200
3627,0.8720,0.9060,0.9040,0.9520,0.9200
3628,0.8720,0.9060,0.9040,0.9520,0.9200
3629,0.8720,0.9060,0.9040,0.9520,0.9200
3630,0.8720,0.9060,0.9040,0.9520,0.9200
3631,0.8720,0.9060,0.9040,0.9520,0.9200
3632,0.8720,0.9060,0.9040,0.9520,0.9200
3633,0.8720,0.9060,0.9040,0.9520,0.9220
3634,0.8720,0.9040,0.9020,0.9520,0.9240
3635,0.8700,0.9020,0.9000,0.9520,0.9220
3636,0.8700,0.9020,0.9000,0.9520,0.9200
3637,0.8700,0.9020,0.9000,0.9520,0.9200
3638,0.8700,0.9020,0.9000,0.9520,0.9200
3639,0.8700,0.9020,0.9000,0.9520,0.9180
3640,0.8720,0.9040,0.9000,0.9520,0.9180
3641,0.8700,0.9020,0.9000,0.9520,0.9160
3642,0.8720,0.9040,0.9000,0.9520,0.9160
3643,0.8720,0.9040,0.9000,0.9520,0.9160
3644,0.8720,0.9040,0.9000,0.9520,0.9160
3645,0.8720,0.9040,0.9000,0.9520,0.9160
3646,0.8720,0.9040,0.9000,0.9520,0.9160
3647,0.8720,0.9040,0.9000,0.9520,0.9160
3648,0.8720,0.9040,0.9000,0.9520,0.9160
3649,0.8720,0.9040,0.9000,0.9520,0.9160
3650,0.8720,0.9040,0.9000,0.9520,0.9160
3651,0.8720,0.9040,0.9000,0.9520,0.9160
3652,0.8720,0.9040,0.9000,0.9520,0.9160
3653,0.8720,0.9040,0.9020,0.9540,0.9180
3654,0.8720,0.9040,0.9040,0.9540,0.9180
3655,0.8720,0.9040,0.9060,0.9560,0.9180
3656,0.8720,0.9040,0.9060,0.9560,0.9180
3657,0.8720,0.9040,0.9060,0.9560,0.9180
3658,0.8720,0.9040,0.9060,0.9560,0.9180
3659,0.8720,0.9040,0.9060,0.9560,0.9180
3660,0.8700,0.9020,0.9040,0.9540,0.9160
3661,0.8680,0.9000,0.9040,0.9520,0.9180
3662,0.8680,0.9000,0.9040,0.9520,0.9180
3663,0.8680,0.9000,0.9040,0.9520,0.9180
3664,0.8680,0.9000,0.9040,0.9520,0.9180
