Iteration,Gaussian NB,Hoeffding Tree,IELM,SGD Perceptron,Adaptive RF
7863,0.7040,0.8360,0.8180,0.9380,0.9260
7864,0.7060,0.8360,0.8180,0.9380,0.9260
7865,0.7080,0.8360,0.8180,0.9380,0.9260
7866,0.7100,0.8360,0.8180,0.9380,0.9260
7867,0.7100,0.8360,0.8180,0.9380,0.9260
7868,0.7100,0.8360,0.8180,0.9380,0.9260
7869,0.7100,0.8360,0.8180,0.9380,0.9260
7870,0.7120,0.8360,0.8180,0.9380,0.9260
7871,0.7140,0.8360,0.8180,0.9380,0.9260
7872,0.7160,0.8360,0.8180,0.9380,0.9260
7873,0.7160,0.8360,0.8180,0.9380,0.9260
7874,0.7160,0.8360,0.8180,0.9380,0.9260
7875,0.7180,0.8360,0.8180,0.9380,0.9260
7876,0.7200,0.8360,0.8180,0.9380,0.9260
7877,0.7220,0.8360,0.8160,0.9380,0.9260
7878,0.7240,0.8340,0.8140,0.9380,0.9260
7879,0.7240,0.8320,0.8120,0.9380,0.9260
7880,0.7240,0.8300,0.8100,0.9380,0.9260
7881,0.7240,0.8300,0.8100,0.9380,0.9260
7882,0.7240,0.8300,0.8100,0.9380,0.9260
7883,0.7240,0.8300,0.8100,0.9380,0.9260
7884,0.7240,0.8280,0.8080,0.9380,0.9260
7885,0.7240,0.8260,0.8060,0.9380,0.9260
7886,0.7240,0.8260,0.8060,0.9380,0.9260
7887,0.7260,0.8260,0.8060,0.9380,0.9260
7888,0.7280,0.8260,0.8060,0.9380,0.9260
7889,0.7300,0.8260,0.8060,0.9380,0.9260
7890,0.7320,0.8260,0.8060,0.9380,0.9260
7891,0.7340,0.8260,0.8060,0.9380,0.9260
7892,0.7340,0.8280,0.8080,0.9400,0.9280
7893,0.7360,0.8300,0.8100,0.9400,0.9280
7894,0.7360,0.8320,0.8100,0.9420,0.9280
7895,0.7360,0.8320,0.8100,0.9420,0.9280
7896,0.7360,0.8320,0.8100,0.9420,0.9280
7897,0.7360,0.8320,0.8100,0.9420,0.9280
7898,0.7360,0.8320,0.8100,0.9420,0.9260
7899,0.7360,0.8320,0.8100,0.9420,0.9260
7900,0.7360,0.8320,0.8100,0.9420,0.9260
7901,0.7360,0.8320,0.8100,0.9420,0.9260
7902,0.7360,0.8320,0.8100,0.9420,0.9260
7903,0.7360,0.8320,0.8100,0.9420,0.9260
7904,0.7360,0.8320,0.8100,0.9420,0.9260
7905,0.7360,0.8320,0.8100,0.9420,0.9260
7906,0.7360,0.8320,0.8100,0.9420,0.9260
7907,0.7360,0.8320,0.8100,0.9420,0.9260
7908,0.7360,0.8320,0.8100,0.9420,0.9260
7909,0.7360,0.8320,0.8100,0.9420,0.9260
7910,0.7360,0.8320,0.8100,0.9420,0.9260
7911,0.7360,0.8320,0.8100,0.9420,0.9260
7912,0.7360,0.8320,0.8100,0.9420,0.9260
7913,0.7360,0.8320,0.8100,0.9420,0.9260
7914,0.7340,0.8340,0.8100,0.9420,0.9260
7915,0.7340,0.8340,0.8100,0.9420,0.9260
7916,0.7340,0.8340,0.8100,0.9420,0.9260
7917,0.7340,0.8340,0.8100,0.9420,0.9260
7918,0.7340,0.8340,0.8100,0.9420,0.9260
7919,0.7340,0.8340,0.8100,0.9420,0.9260
7920,0.7340,0.8340,0.8100,0.9420,0.9260
7921,0.7340,0.8340,0.8100,0.9420,0.9260
7922,0.7340,0.8340,0.8100,0.9420,0.9260
7923,0.7320,0.8340,0.8100,0.9420,0.9260
7924,0.7300,0.8320,0.8100,0.9420,0.9260
7925,0.7300,0.8320,0.8080,0.9420,0.9240
7926,0.7300,0.8320,0.8060,0.9400,0.9240
7927,0.7300,0.8320,0.8040,0.9400,0.9240
7928,0.7300,0.8320,0.8020,0.9400,0.9240
7929,0.7300,0.8320,0.8000,0.9400,0.9240
7930,0.7300,0.8320,0.7980,0.9400,0.9240
7931,0.7300,0.8320,0.7960,0.9400,0.9240
7932,0.7300,0.8320,0.7940,0.9400,0.9240
7933,0.7280,0.8300,0.7940,0.9400,0.9220
7934,0.7260,0.8280,0.7940,0.9400,0.9220
7935,0.7260,0.8280,0.7940,0.9400,0.9220
7936,0.7260,0.8280,0.7940,0.9400,0.9220
7937,0.7260,0.8280,0.7940,0.9400,0.9220
7938,0.7260,0.8280,0.7940,0.9400,0.9220
7939,0.7260,0.8280,0.7940,0.9400,0.9220
7940,0.7280,0.8300,0.7960,0.9420,0.9240
7941,0.7300,0.8300,0.7980,0.9420,0.9240
7942,0.7320,0.8300,0.8000,0.9420,0.9240
7943,0.7340,0.8300,0.8020,0.9420,0.9240
7944,0.7360,0.8320,0.8040,0.9420,0.9240
7945,0.7380,0.8340,0.8060,0.9440,0.9260
7946,0.7400,0.8360,0.8080,0.9440,0.9280
7947,0.7420,0.8380,0.8100,0.9440,0.9300
7948,0.7440,0.8400,0.8120,0.9440,0.9300
7949,0.7460,0.8420,0.8140,0.9440,0.9300
7950,0.7480,0.8440,0.8160,0.9440,0.9300
7951,0.7500,0.8460,0.8180,0.9440,0.9300
7952,0.7500,0.8460,0.8180,0.9440,0.9300
7953,0.7520,0.8480,0.8200,0.9440,0.9300
7954,0.7540,0.8500,0.8220,0.9440,0.9320
7955,0.7540,0.8480,0.8200,0.9420,0.9300
7956,0.7560,0.8460,0.8180,0.9420,0.9280
7957,0.7580,0.8460,0.8180,0.9420,0.9280
7958,0.7600,0.8480,0.8200,0.9420,0.9280
7959,0.7600,0.8480,0.8200,0.9420,0.9280
7960,0.7580,0.8460,0.8180,0.9420,0.9260
7961,0.7560,0.8440,0.8160,0.9420,0.9240
7962,0.7580,0.8420,0.8160,0.9420,0.9220
7963,0.7600,0.8400,0.8160,0.9420,0.9200
7964,0.7600,0.8380,0.8140,0.9420,0.9180
7965,0.7600,0.8360,0.8120,0.9420,0.9160
7966,0.7600,0.8340,0.8100,0.9420,0.9140
7967,0.7580,0.8320,0.8080,0.9420,0.9120
7968,0.7580,0.8300,0.8080,0.9420,0.9100
7969,0.7600,0.8300,0.8080,0.9420,0.9080
7970,0.7600,0.8300,0.8080,0.9440,0.9100
7971,0.7600,0.8300,0.8080,0.9440,0.9100
7972,0.7600,0.8300,0.8080,0.9440,0.9100
7973,0.7600,0.8300,0.8080,0.9440,0.9100
7974,0.7600,0.8300,0.8080,0.9440,0.9100
7975,0.7600,0.8300,0.8080,0.9440,0.9100
7976,0.7600,0.8300,0.8080,0.9440,0.9100
7977,0.7600,0.8300,0.8080,0.9440,0.9100
7978,0.7600,0.8300,0.8080,0.9440,0.9100
7979,0.7600,0.8300,0.8080,0.9440,0.9100
7980,0.7600,0.8300,0.8080,0.9440,0.9100
7981,0.7600,0.8300,0.8080,0.9440,0.9100
7982,0.7600,0.8300,0.8060,0.9440,0.9100
7983,0.7600,0.8300,0.8040,0.9440,0.9100
7984,0.7600,0.8300,0.8020,0.9440,0.9080
7985,0.7600,0.8280,0.8000,0.9440,0.9080
7986,0.7600,0.8280,0.8000,0.9440,0.9080
7987,0.7600,0.8280,0.8000,0.9440,0.9080
7988,0.7600,0.8280,0.8000,0.9440,0.9080
7989,0.7600,0.8280,0.8000,0.9440,0.9080
7990,0.7600,0.8280,0.8000,0.9440,0.9080
7991,0.7600,0.8280,0.8000,0.9440,0.9080
7992,0.7600,0.8280,0.8000,0.9440,0.9080
7993,0.7600,0.8280,0.8000,0.9420,0.9080
7994,0.7600,0.8280,0.8000,0.9420,0.9080
7995,0.7580,0.8280,0.8000,0.9420,0.9080
7996,0.7580,0.8260,0.7980,0.9400,0.9060
7997,0.7580,0.8240,0.7960,0.9400,0.9060
7998,0.7560,0.8240,0.7960,0.9380,0.9040
7999,0.7540,0.8240,0.7960,0.9380,0.9040
8000,0.7540,0.8220,0.7940,0.9380,0.9020
8001,0.7520,0.8220,0.7940,0.9380,0.9000
8002,0.7500,0.8220,0.7940,0.9380,0.9000
8003,0.7500,0.8220,0.7940,0.9380,0.9000
8004,0.7500,0.8220,0.7940,0.9380,0.9000
8005,0.7500,0.8220,0.7940,0.9380,0.9000
8006,0.7520,0.8240,0.7960,0.9400,0.9000
8007,0.7540,0.8240,0.7960,0.9400,0.9000
8008,0.7560,0.8240,0.7960,0.9400,0.9000
8009,0.7580,0.8260,0.7980,0.9400,0.9000
8010,0.7600,0.8260,0.7980,0.9400,0.9000
8011,0.7620,0.8260,0.7980,0.9400,0.9000
8012,0.7640,0.8260,0.7980,0.9400,0.9000
8013,0.7640,0.8260,0.7980,0.9400,0.9000
8014,0.7640,0.8260,0.7980,0.9400,0.9000
8015,0.7640,0.8260,0.7980,0.9400,0.9000
8016,0.7640,0.8240,0.7960,0.9380,0.8980
8017,0.7660,0.8260,0.7980,0.9380,0.8980
8018,0.7680,0.8280,0.8000,0.9380,0.8980
8019,0.7700,0.8300,0.8020,0.9380,0.8980
8020,0.7720,0.8320,0.8040,0.9380,0.8980
8021,0.7740,0.8340,0.8060,0.9380,0.8980
8022,0.7740,0.8340,0.8060,0.9380,0.8980
8023,0.7760,0.8340,0.8060,0.9380,0.8980
8024,0.7760,0.8340,0.8060,0.9380,0.8980
8025,0.7780,0.8340,0.8060,0.9380,0.8980
8026,0.7800,0.8360,0.8080,0.9380,0.8980
8027,0.7800,0.8360,0.8080,0.9380,0.8980
8028,0.7800,0.8360,0.8080,0.9380,0.8980
8029,0.7820,0.8380,0.8100,0.9360,0.8980
8030,0.7820,0.8380,0.8100,0.9360,0.8980
8031,0.7820,0.8380,0.8100,0.9360,0.8980
8032,0.7820,0.8380,0.8100,0.9360,0.8980
8033,0.7840,0.8400,0.8120,0.9380,0.9000
8034,0.7860,0.8420,0.8140,0.9380,0.9020
8035,0.7860,0.8420,0.8140,0.9400,0.9020
8036,0.7860,0.8420,0.8140,0.9400,0.9020
8037,0.7860,0.8420,0.8140,0.9420,0.9020
8038,0.7860,0.8420,0.8140,0.9420,0.9020
8039,0.7860,0.8420,0.8140,0.9420,0.9020
8040,0.7860,0.8420,0.8140,0.9420,0.9020
8041,0.7860,0.8420,0.8120,0.9420,0.9020
8042,0.7880,0.8440,0.8120,0.9440,0.9020
8043,0.7900,0.8460,0.8140,0.9440,0.9020
8044,0.7920,0.8480,0.8160,0.9440,0.9020
8045,0.7940,0.8500,0.8180,0.9440,0.9020
8046,0.7960,0.8520,0.8200,0.9440,0.9020
8047,0.7960,0.8520,0.8180,0.9440,0.9020
8048,0.7960,0.8520,0.8180,0.9440,0.9020
8049,0.7980,0.8540,0.8180,0.9440,0.9020
8050,0.7980,0.8540,0.8180,0.9460,0.9020
8051,0.7980,0.8540,0.8180,0.9460,0.9020
8052,0.7980,0.8540,0.8180,0.9460,0.9020
8053,0.8000,0.8540,0.8180,0.9460,0.9020
8054,0.8020,0.8540,0.8180,0.9460,0.9020
8055,0.8020,0.8540,0.8180,0.9460,0.9020
8056,0.8020,0.8540,0.8180,0.9460,0.9020
8057,0.8020,0.8540,0.8180,0.9460,0.9020
8058,0.8020,0.8540,0.8180,0.9460,0.9020
8059,0.8020,0.8540,0.8180,0.9460,0.9020
8060,0.8020,0.8540,0.8160,0.9460,0.9020
8061,0.8020,0.8540,0.8160,0.9460,0.9020
8062,0.8020,0.8540,0.8160,0.9460,0.9020
8063,0.8020,0.8540,0.8160,0.9460,0.9020
8064,0.8020,0.8540,0.8160,0.9460,0.9020
8065,0.8020,0.8540,0.8160,0.9460,0.9020
8066,0.8020,0.8540,0.8160,0.9460,0.9020
8067,0.8000,0.8520,0.8140,0.9440,0.9000
8068,0.8000,0.8500,0.8120,0.9440,0.8980
8069,0.8000,0.8500,0.8120,0.9440,0.8960
8070,0.8000,0.8500,0.8120,0.9440,0.8960
8071,0.8000,0.8500,0.8120,0.9440,0.8960
8072,0.8000,0.8500,0.8120,0.9440,0.8960
8073,0.8000,0.8500,0.8120,0.9440,0.8960
8074,0.8000,0.8500,0.8120,0.9440,0.8960
8075,0.8000,0.8500,0.8120,0.9440,0.8960
8076,0.8000,0.8500,0.8120,0.9440,0.8980
8077,0.8020,0.8500,0.8120,0.9440,0.8980
8078,0.8040,0.8500,0.8120,0.9440,0.8980
8079,0.8040,0.8480,0.8100,0.9440,0.9000
8080,0.8040,0.8480,0.8100,0.9440,0.9000
8081,0.8040,0.8480,0.8100,0.9440,0.9000
8082,0.8040,0.8480,0.8100,0.9440,0.9000
8083,0.8040,0.8480,0.8100,0.9440,0.9000
8084,0.8040,0.8480,0.8100,0.9440,0.9000
8085,0.8040,0.8480,0.8100,0.9440,0.9000
8086,0.8040,0.8480,0.8100,0.9440,0.9000
8087,0.8040,0.8480,0.8100,0.9440,0.9000
8088,0.8040,0.8480,0.8100,0.9440,0.9000
8089,0.8040,0.8480,0.8100,0.9440,0.9000
8090,0.8040,0.8480,0.8100,0.9440,0.9000
8091,0.8040,0.8480,0.8100,0.9440,0.9000
8092,0.8040,0.8480,0.8100,0.9440,0.9000
8093,0.8040,0.8500,0.8120,0.9460,0.9020
8094,0.8040,0.8520,0.8140,0.9460,0.9040
8095,0.8040,0.8540,0.8160,0.9460,0.9060
8096,0.8020,0.8540,0.8160,0.9460,0.9060
8097,0.8020,0.8540,0.8160,0.9460,0.9060
8098,0.8020,0.8540,0.8160,0.9460,0.9060
8099,0.8020,0.8540,0.8160,0.9460,0.9060
8100,0.8020,0.8540,0.8160,0.9460,0.9060
8101,0.8040,0.8540,0.8160,0.9480,0.9060
8102,0.8060,0.8540,0.8160,0.9480,0.9060
8103,0.8080,0.8540,0.8160,0.9480,0.9060
8104,0.8100,0.8540,0.8160,0.9480,0.9060
8105,0.8120,0.8540,0.8160,0.9480,0.9060
8106,0.8120,0.8520,0.8140,0.9480,0.9040
8107,0.8140,0.8520,0.8140,0.9480,0.9040
8108,0.8160,0.8520,0.8140,0.9480,0.9040
8109,0.8180,0.8520,0.8140,0.9480,0.9040
8110,0.8200,0.8520,0.8140,0.9480,0.9040
8111,0.8220,0.8520,0.8140,0.9480,0.9040
8112,0.8240,0.8520,0.8140,0.9480,0.9040
8113,0.8260,0.8520,0.8140,0.9480,0.9040
8114,0.8280,0.8520,0.8140,0.9480,0.9040
8115,0.8300,0.8520,0.8140,0.9480,0.9040
8116,0.8320,0.8520,0.8160,0.9480,0.9040
8117,0.8340,0.8520,0.8180,0.9480,0.9040
8118,0.8340,0.8540,0.8180,0.9480,0.9040
8119,0.8360,0.8540,0.8180,0.9480,0.9040
8120,0.8380,0.8540,0.8180,0.9480,0.9040
8121,0.8400,0.8540,0.8180,0.9480,0.9040
8122,0.8420,0.8540,0.8180,0.9480,0.9040
8123,0.8440,0.8540,0.8180,0.9480,0.9040
8124,0.8440,0.8540,0.8180,0.9480,0.9040
8125,0.8460,0.8540,0.8200,0.9460,0.9040
8126,0.8480,0.8540,0.8220,0.9460,0.9040
8127,0.8500,0.8540,0.8240,0.9460,0.9040
8128,0.8520,0.8540,0.8260,0.9460,0.9040
8129,0.8540,0.8540,0.8260,0.9460,0.9040
8130,0.8560,0.8540,0.8280,0.9460,0.9040
8131,0.8580,0.8540,0.8280,0.9460,0.9040
8132,0.8600,0.8540,0.8300,0.9460,0.9040
8133,0.8620,0.8540,0.8320,0.9460,0.9040
8134,0.8640,0.8560,0.8340,0.9460,0.9040
8135,0.8660,0.8560,0.8360,0.9460,0.9040
8136,0.8660,0.8560,0.8360,0.9460,0.9040
8137,0.8660,0.8580,0.8360,0.9460,0.9060
8138,0.8660,0.8600,0.8360,0.9460,0.9060
8139,0.8660,0.8620,0.8360,0.9460,0.9060
8140,0.8660,0.8640,0.8360,0.9460,0.9060
8141,0.8660,0.8660,0.8360,0.9460,0.9060
8142,0.8660,0.8680,0.8360,0.9460,0.9060
8143,0.8660,0.8700,0.8360,0.9460,0.9060
8144,0.8660,0.8720,0.8360,0.9460,0.9060
8145,0.8660,0.8740,0.8360,0.9460,0.9060
8146,0.8660,0.8760,0.8380,0.9460,0.9060
8147,0.8660,0.8780,0.8400,0.9460,0.9060
8148,0.8660,0.8800,0.8420,0.9480,0.9080
8149,0.8660,0.8820,0.8440,0.9480,0.9100
8150,0.8680,0.8820,0.8440,0.9500,0.9100
8151,0.8680,0.8800,0.8420,0.9480,0.9080
8152,0.8700,0.8800,0.8420,0.9480,0.9080
8153,0.8720,0.8800,0.8420,0.9480,0.9080
8154,0.8740,0.8800,0.8420,0.9480,0.9080
8155,0.8760,0.8800,0.8420,0.9480,0.9080
8156,0.8780,0.8800,0.8420,0.9480,0.9080
8157,0.8800,0.8800,0.8420,0.9480,0.9080
8158,0.8820,0.8800,0.8420,0.9480,0.9080
8159,0.8840,0.8800,0.8420,0.9480,0.9080
8160,0.8840,0.8820,0.8440,0.9500,0.9080
8161,0.8860,0.8820,0.8440,0.9520,0.9080
8162,0.8840,0.8820,0.8440,0.9520,0.9060
8163,0.8840,0.8800,0.8420,0.9520,0.9040
8164,0.8860,0.8800,0.8420,0.9520,0.9040
8165,0.8880,0.8800,0.8420,0.9520,0.9040
8166,0.8860,0.8800,0.8420,0.9540,0.9040
8167,0.8840,0.8780,0.8400,0.9540,0.9020
8168,0.8840,0.8760,0.8380,0.9560,0.9020
8169,0.8860,0.8760,0.8380,0.9560,0.9020
8170,0.8880,0.8760,0.8380,0.9560,0.9020
8171,0.8880,0.8740,0.8360,0.9560,0.9020
8172,0.8880,0.8720,0.8360,0.9560,0.9000
8173,0.8880,0.8720,0.8360,0.9560,0.9000
8174,0.8900,0.8720,0.8360,0.9560,0.9000
8175,0.8900,0.8720,0.8360,0.9560,0.9000
8176,0.8920,0.8720,0.8360,0.9560,0.9000
8177,0.8940,0.8720,0.8360,0.9560,0.9000
8178,0.8960,0.8720,0.8360,0.9560,0.9000
8179,0.8980,0.8720,0.8360,0.9560,0.9000
8180,0.8980,0.8720,0.8360,0.9560,0.9000
8181,0.8980,0.8720,0.8360,0.9560,0.9000
8182,0.8980,0.8720,0.8360,0.9560,0.9000
8183,0.8980,0.8720,0.8360,0.9560,0.9000
8184,0.8980,0.8720,0.8360,0.9560,0.9000
8185,0.8980,0.8720,0.8360,0.9560,0.9000
8186,0.8980,0.8720,0.8360,0.9560,0.9000
8187,0.8980,0.8720,0.8360,0.9560,0.9000
8188,0.8980,0.8720,0.8360,0.9560,0.9000
8189,0.8980,0.8720,0.8360,0.9560,0.9000
8190,0.8980,0.8720,0.8360,0.9560,0.8980
8191,0.8980,0.8720,0.8360,0.9560,0.8980
8192,0.8980,0.8720,0.8360,0.9560,0.8980
8193,0.8980,0.8720,0.8360,0.9560,0.8980
8194,0.9000,0.8720,0.8360,0.9560,0.8980
8195,0.9000,0.8720,0.8380,0.9560,0.8980
8196,0.9020,0.8720,0.8380,0.9560,0.8980
8197,0.9020,0.8720,0.8380,0.9560,0.8980
8198,0.9020,0.8720,0.8380,0.9560,0.8980
8199,0.9020,0.8720,0.8380,0.9560,0.8980
8200,0.9020,0.8720,0.8380,0.9560,0.8980
8201,0.9020,0.8720,0.8380,0.9560,0.8980
8202,0.9020,0.8720,0.8380,0.9560,0.8980
8203,0.9020,0.8720,0.8400,0.9560,0.8980
8204,0.9020,0.8720,0.8420,0.9560,0.8980
8205,0.9020,0.8720,0.8440,0.9560,0.8980
8206,0.9000,0.8720,0.8460,0.9560,0.8960
8207,0.9000,0.8720,0.8480,0.9560,0.8960
8208,0.9000,0.8720,0.8500,0.9560,0.8960
8209,0.9000,0.8720,0.8520,0.9560,0.8960
8210,0.9000,0.8720,0.8520,0.9560,0.8960
8211,0.9000,0.8720,0.8520,0.9560,0.8960
8212,0.9000,0.8720,0.8520,0.9560,0.8960
8213,0.9000,0.8720,0.8520,0.9560,0.8960
8214,0.9000,0.8720,0.8520,0.9560,0.8960
8215,0.9000,0.8720,0.8520,0.9560,0.8960
8216,0.9000,0.8720,0.8520,0.9560,0.8960
8217,0.9000,0.8720,0.8520,0.9540,0.8960
8218,0.9000,0.8720,0.8520,0.9540,0.8960
8219,0.8980,0.8700,0.8520,0.9520,0.8940
8220,0.8980,0.8700,0.8520,0.9520,0.8940
8221,0.8960,0.8700,0.8520,0.9520,0.8940
8222,0.8960,0.8700,0.8520,0.9520,0.8940
8223,0.8960,0.8700,0.8540,0.9520,0.8940
8224,0.8960,0.8700,0.8540,0.9520,0.8940
8225,0.8960,0.8700,0.8560,0.9520,0.8940
8226,0.8960,0.8700,0.8560,0.9520,0.8940
8227,0.8960,0.8700,0.8580,0.9520,0.8940
8228,0.8960,0.8700,0.8600,0.9520,0.8940
8229,0.8960,0.8700,0.8600,0.9520,0.8940
8230,0.8960,0.8700,0.8600,0.9520,0.8940
8231,0.8960,0.8700,0.8600,0.9520,0.8940
8232,0.8960,0.8700,0.8600,0.9520,0.8940
8233,0.8960,0.8700,0.8600,0.9520,0.8940
8234,0.8960,0.8700,0.8600,0.9520,0.8940
8235,0.8960,0.8700,0.8600,0.9520,0.8940
8236,0.8960,0.8700,0.8600,0.9520,0.8940
8237,0.8980,0.8720,0.8620,0.9540,0.8940
8238,0.9000,0.8740,0.8640,0.9540,0.8940
8239,0.9020,0.8760,0.8660,0.9540,0.8940
8240,0.9040,0.8780,0.8680,0.9540,0.8940
8241,0.9060,0.8780,0.8680,0.9540,0.8940
8242,0.9060,0.8780,0.8680,0.9540,0.8940
8243,0.9080,0.8780,0.8680,0.9540,0.8940
8244,0.9080,0.8780,0.8680,0.9540,0.8940
8245,0.9080,0.8780,0.8680,0.9540,0.8940
8246,0.9080,0.8780,0.8680,0.9540,0.8940
8247,0.9080,0.8780,0.8680,0.9540,0.8940
8248,0.9080,0.8780,0.8680,0.9540,0.8940
8249,0.9080,0.8780,0.8680,0.9540,0.8940
8250,0.9080,0.8780,0.8680,0.9540,0.8940
8251,0.9060,0.8780,0.8680,0.9540,0.8940
8252,0.9060,0.8780,0.8680,0.9540,0.8940
8253,0.9060,0.8780,0.8680,0.9540,0.8940
8254,0.9060,0.8780,0.8680,0.9540,0.8940
8255,0.9060,0.8780,0.8680,0.9540,0.8940
8256,0.9060,0.8780,0.8680,0.9540,0.8940
8257,0.9060,0.8780,0.8680,0.9540,0.8940
8258,0.9060,0.8780,0.8680,0.9520,0.8920
8259,0.9060,0.8780,0.8680,0.9520,0.8920
8260,0.9060,0.8780,0.8680,0.9520,0.8920
8261,0.9060,0.8780,0.8680,0.9520,0.8920
8262,0.9060,0.8780,0.8680,0.9520,0.8920
8263,0.9060,0.8780,0.8680,0.9520,0.8920
8264,0.9060,0.8780,0.8680,0.9520,0.8920
8265,0.9060,0.8780,0.8680,0.9520,0.8920
8266,0.9060,0.8780,0.8680,0.9520,0.8920
8267,0.9080,0.8800,0.8700,0.9540,0.8940
8268,0.9100,0.8820,0.8700,0.9560,0.8960
8269,0.9120,0.8840,0.8700,0.9580,0.8980
8270,0.9140,0.8860,0.8700,0.9580,0.9000
8271,0.9140,0.8860,0.8720,0.9580,0.9000
8272,0.9120,0.8860,0.8720,0.9580,0.9000
8273,0.9120,0.8860,0.8720,0.9580,0.9000
8274,0.9140,0.8880,0.8740,0.9580,0.9020
8275,0.9140,0.8880,0.8740,0.9600,0.9020
8276,0.9160,0.8900,0.8760,0.9620,0.9020
8277,0.9160,0.8920,0.8780,0.9640,0.9040
8278,0.9160,0.8940,0.8780,0.9660,0.9060
8279,0.9160,0.8960,0.8780,0.9660,0.9080
8280,0.9160,0.8960,0.8780,0.9660,0.9080
8281,0.9140,0.8960,0.8780,0.9660,0.9080
8282,0.9120,0.8960,0.8780,0.9660,0.9080
8283,0.9100,0.8960,0.8780,0.9660,0.9080
8284,0.9100,0.8940,0.8760,0.9660,0.9060
8285,0.9080,0.8940,0.8760,0.9660,0.9080
8286,0.9060,0.8940,0.8760,0.9660,0.9080
8287,0.9040,0.8940,0.8760,0.9660,0.9080
8288,0.9020,0.8960,0.8760,0.9660,0.9080
8289,0.9000,0.8980,0.8780,0.9660,0.9100
8290,0.9000,0.9000,0.8800,0.9660,0.9120
8291,0.9000,0.9000,0.8800,0.9660,0.9120
8292,0.9000,0.9020,0.8820,0.9660,0.9140
8293,0.9000,0.9040,0.8840,0.9660,0.9160
8294,0.9000,0.9060,0.8860,0.9660,0.9180
8295,0.9000,0.9060,0.8860,0.9660,0.9180
8296,0.9000,0.9060,0.8860,0.9660,0.9180
8297,0.9000,0.9060,0.8860,0.9660,0.9180
8298,0.8980,0.9060,0.8860,0.9660,0.9180
8299,0.8980,0.9040,0.8840,0.9660,0.9160
8300,0.8980,0.9040,0.8840,0.9660,0.9160
8301,0.8980,0.9040,0.8840,0.9660,0.9160
8302,0.8980,0.9040,0.8840,0.9660,0.9160
8303,0.8980,0.9040,0.8840,0.9660,0.9160
8304,0.8960,0.9040,0.8840,0.9660,0.9140
8305,0.8960,0.9040,0.8840,0.9660,0.9140
8306,0.8960,0.9040,0.8840,0.9660,0.9140
8307,0.8960,0.9040,0.8840,0.9660,0.9140
8308,0.8960,0.9040,0.8840,0.9660,0.9140
8309,0.8960,0.9040,0.8840,0.9660,0.9140
8310,0.8960,0.9040,0.8840,0.9660,0.9140
8311,0.8960,0.9040,0.8840,0.9660,0.9140
8312,0.8960,0.9040,0.8840,0.9660,0.9140
8313,0.8960,0.9040,0.8840,0.9660,0.9140
8314,0.8960,0.9040,0.8840,0.9660,0.9140
8315,0.8980,0.9060,0.8860,0.9660,0.9160
8316,0.9000,0.9080,0.8880,0.9660,0.9180
8317,0.9020,0.9100,0.8900,0.9660,0.9180
8318,0.9020,0.9100,0.8880,0.9660,0.9180
8319,0.9020,0.9100,0.8860,0.9640,0.9180
8320,0.9020,0.9100,0.8860,0.9640,0.9180
8321,0.9000,0.9100,0.8860,0.9620,0.9180
8322,0.9000,0.9100,0.8860,0.9620,0.9180
8323,0.9020,0.9120,0.8880,0.9620,0.9180
8324,0.9040,0.9140,0.8900,0.9620,0.9180
8325,0.9040,0.9160,0.8920,0.9620,0.9180
8326,0.9040,0.9180,0.8940,0.9620,0.9180
8327,0.9040,0.9180,0.8940,0.9620,0.9180
8328,0.9040,0.9180,0.8940,0.9620,0.9180
8329,0.9040,0.9180,0.8940,0.9620,0.9180
8330,0.9040,0.9180,0.8940,0.9620,0.9180
8331,0.9040,0.9160,0.8920,0.9600,0.9160
8332,0.9040,0.9140,0.8900,0.9600,0.9140
8333,0.9040,0.9120,0.8880,0.9600,0.9120
8334,0.9040,0.9100,0.8860,0.9600,0.9100
8335,0.9040,0.9080,0.8840,0.9600,0.9100
8336,0.9020,0.9080,0.8840,0.9580,0.9100
8337,0.9040,0.9080,0.8840,0.9600,0.9120
8338,0.9040,0.9080,0.8840,0.9600,0.9120
8339,0.9040,0.9080,0.8840,0.9600,0.9120
8340,0.9040,0.9080,0.8840,0.9600,0.9120
8341,0.9040,0.9080,0.8840,0.9600,0.9120
8342,0.9040,0.9080,0.8840,0.9600,0.9120
8343,0.9040,0.9080,0.8840,0.9600,0.9120
8344,0.9040,0.9080,0.8840,0.9600,0.9120
8345,0.9040,0.9080,0.8840,0.9600,0.9120
8346,0.9040,0.9060,0.8820,0.9580,0.9100
8347,0.9040,0.9040,0.8800,0.9580,0.9080
8348,0.9040,0.9040,0.8800,0.9560,0.9080
8349,0.9040,0.9040,0.8800,0.9560,0.9080
8350,0.9040,0.9020,0.8780,0.9540,0.9060
8351,0.9040,0.9000,0.8760,0.9540,0.9040
8352,0.9040,0.8980,0.8740,0.9540,0.9040
8353,0.9040,0.8980,0.8740,0.9540,0.9040
8354,0.9040,0.8980,0.8740,0.9540,0.9040
8355,0.9040,0.8980,0.8740,0.9540,0.9040
8356,0.9040,0.8980,0.8740,0.9540,0.9040
8357,0.9040,0.8980,0.8740,0.9540,0.9040
8358,0.9040,0.8980,0.8740,0.9540,0.9040
8359,0.9040,0.8980,0.8740,0.9540,0.9040
8360,0.9040,0.8980,0.8740,0.9540,0.9040
